index,name,release_date,summary,meta_score,user_review
7112,Disney/Pixar Toy Story 3,2010-06-15,"Unleash your imagination in this new open world and play with Andy's toys your way. As Buzz, Woody, or Jessie, you choose what activities you want to do and the order you wish to do them. The more you use your imagination and create your own story, the more you get rewarded. [Disney Interactive]",76,8
8657,Medal of Honor Heroes 2,2007-11-13,"It's June 6th, 1944, and the war is in your hands. Step into the boots of OSS Operative John Berg and infiltrate Normandy from behind enemy lines to undermine the Nazi regime. Choose to tackle all-new missions in traditional single player campaign or engage in massive, 32-player online, continuous-joining multiplayer battles where you can jump into the battle at any time. The Wii version also features full support of the Wii Zapper, allowing for a more immersive WWII action than ever. In addition to a full-fledged single player campaign, Medal of Honor Heroes 2 also features an all-new mode designed specifically for the Wii that simplifies gameplay for players of all skills levels for easy pick-up-and-play action. This mode plays like an old-school rail shooter - the Wii moves you around, while you do your part - taking enemies out and achieving objectives. [Electronic Arts]",73,7.5
8708,FIFA Soccer 11,2010-10-04,EA returns to the field with another installment in its long-running soccer series.,73,6.5
9115,Disney Epic Mickey,2010-11-30,"Deus Ex and Thief cocreator Warren Spector is developing a dark, Wii-exclusive adventure featuring Disney's rodent mascot.",73,7.3
9395,chick chick BOOM,2010-12-27,chick chick BOOM is the first WiiWare game from developer Tons of Bits.,72,8.2
10694,Magnetica Twist,2008-06-30,"[WiiWare] The classic puzzle game Magnetica is now available on WiiWare , putting its own unique ""twist"" on the puzzle-game experience. You're surrounded by marbles, marching slowly but surely down a track. Use a launcher (piloted by a Mii of your choice) to shoot marbles with matching colors and wipe them out before they reach the end of the track. Control couldn't be simpler, as all you need to do is twist the Wii Remote controller to aim and press the A button to shoot. And the game play remains as addictive and deep as you've come to expect in Nintendo's puzzle games, with five varied play modes, advanced mechanics such as the ability to lob marbles, and a never-ending supply of combos. This definitely isn't your typical game of marbles. [Nintendo]",70,8
10840,The Kore Gang,2011-11-08,Take control of a giant mech and save New York City in this quirky action adventure game.,70,8.4
11659,Call of Duty 3,2006-11-14,"Call of Duty 3 delivers the intensity of being closer than ever to the fury of combat during the battle for the Liberation of Paris, the most harrowing campaign of WWII, known as The Normandy Breakout. Through a seamless narrative, Call of Duty 3 delivers the rush of unrelenting battle and breathtaking action of the Allied offensive that changed the fate of the world. [Activision]",69,6.7
12228,JumpStart: Escape From Adventure Island,2009-11-17,JumpStart Escape from Adventure Island is the second title in the JumpStart series of adventure-based learning games for the Wii.,68,
13700,Cate West: The Vanishing Files,2009-03-23,"In this intriguing unsolved mystery, local police are baffled by a series of unexplained cases, dubbed The Vanishing Files, which have paralyzed the city. Enter Cate West, celebrated novelist and insightful visionary. Help Cate find clues, compile evidence, locate hideouts and name the culprit in these mysterious crimes. With 29 locations, 15 cases and 75 levels, this original whodunit mystery is sure to delight fans of all ages.",65,
13942,lilt line,2010-12-13,lilt line is an award-winning rhythm racing game with a dubstep soundtrack and a visual aesthetic that will confound your senses and rock your soul.,64,8.4
14387,Puzzle Kingdoms,2009-05-19,"From the acclaimed designer of Puzzle Quest, Steve Fawkner of Infinite Interactive, comes Puzzle Kingdoms. Deep, classic turn based empire gameplay tells an incredible story. Instead of auto-resolved conflict, a unique puzzle mechanic makes each battle unique and addictive. [Zoo Games]",63,
15355,PokePark 2: Wonders Beyond,2012-02-27,"Now you can play as Pikachu, Oshawott, Snivy, or Tepig in Pokepark 2: Wonders Beyond.",60,7.7
15585,Inazuma Eleven Strikers,2012-09-28,,59,7.9
15906,Driver: Parallel Lines,2007-06-26,"Dual Time Periods – Experience New York’s gritty underworld as the most lethal wheelman for hire in the both the 70’s of the past and the modern times of today. Experience White Knuckle Steering – Features realistic steering and 80 cars and motorcycles including old school classics and modern day marvels. Replicate Real Gun Movements – Shoot, smash and steal your way through New York City’s underground using an arsenal of short and long range assault weapons. Fully Customizable Vehicles – Build your perfect ride with custom body work, engine upgrades, tunable suspensions, custom paints and accessories like bullet proof glass and tinted windows. Mini-Games and Side Missions – Earn extra cash to upgrade your vehicles by completing side missions and mini-games like Hitman, Street Racing, Motocross and Demolition Survival. High Speed Hollywood Action – The perfect combination for high speed driving - fast cars, open level missions with no loading time, realistic physics and destructible environments. [Ubisoft]",59,5.7
15950,Gunblade NY & L.A. Machineguns Arcade Hits Pack,2010-08-30,This two-pack of arcade shooters with extra features like unlockable weapon features and a new combo score system.,58,8
16369,Bomberman Land,2008-01-29,"Bomberman Land brings together 3 exciting game modes into one. The series introduces a bevy of mini-games, where most can be played in multiplayer mode. The PSP system version features 50 mini-games, the Wii features 50, and the DS has 40 unique mini-games. In addition, the Bomberman Land series features a robust single-player Story Mode, where players can explore a fantasy land and solve quests and puzzles with the ultimate goal of restoring peace and tranquility to the beleaguered Bomberman world. Best of all, the game includes the Battle Pack Mode, the classic multiplayer Bomberman experience that gamers know and love. The PSP system and the DS versions both allow gamers to share one game cartridge and network with friends to create the ultimate party game. [Hudson Soft]",57,7.6
16509,Kung-Fu High Impact,2011-11-15,"Kung Fu High Impact is the first of its kind for Kinect for Xbox 360--a side-scrolling brawler that uses the peripheral's incredibly accurate body tracking technology to insert the real image of the player on screen. The gamer will be literally transported into the action, as he or she will be able to see real-life combat movements interacting with the enemies and objects on screen",56,7.7
16569,Short Peace: Ranko Tsukigime's Longest Day,2014-09-30,short Peace is an anime compilation: – a unique mix of Japanese entertainment that gathers four short films and a video game in one disruptive package.,56,5.9
17160,Daymare: 1998,2020-04-28,"Daymare: 1998 is a third person survival horror game with over the shoulder camera, developed in Unreal Engine 4 for Windows PC. The game features high-end graphics, original soundtrack, immersive atmosphere, hardcore survival mechanics and many connections with the beloved old school survival horror games and '90s landmark brands.",53,7
17225,Seven Games of the Soul,2000-11-30,"The real problem with Seven Games of the Soul is that it's not only nonsensical, but it's also pretentious.",52,
17270,Defenders of Ardania,2012-03-14,Defenders of Ardania is a next-generation tower defense game that is being developed for four different platforms.,52,7.7
17401,Duke Nukem Forever,2011-06-10,"The king is back, baby! Duke Nukem Forever will meld 3D Realms' memorable hero with the latest 3D graphics technology.",51,4.9
17522,Sonic Adventure,2010-09-21,The Dreamcast classic now makes its way onto the PlayStation Network.,50,7.3
17550,Record of Agarest War Zero,2011-06-14,Record of Agarest War Zero is the prequel detailing what happened in the age before Record of Agarest War.,50,6.3
17685,Supremacy MMA,2011-09-20,Supremacy MMA takes the sport back to its founding roots with M-Rated combat that's not for the faint of heart.,49,6.2
17703,Milanoir,2018-05-31,Hunt for the truth and escape the ones who are chasing you through an unforgiving city.,49,
17802,A Bastard's Tale,2016-10-04,Adapt to how the enemy attacks and defends with a vast array in enemy types.,48,5.5
17826,Sonic Adventure,2010-09-15,The Dreamcast classic now makes its way onto Xbox Live Arcade.,48,7.6
18049,Mushroom Men: Rise of the Fungi,2008-12-02,"Mushroom Men gives players the opportunity to jump into the fantastic microcosm that is the backyard battlefield. Take control of the crusade, creating devastating weapons from everyday items and teaming up with other sentient plant forms that'll leave the enemy sliced and diced. Let the stylus be your rapier and the Wii Remote your bazooka as you cut down the multitude of household pests that threaten our very existence! [Gamecock Media]",45,6.1
18088,Project Root,2015-04-28,Ending Demetrio Watts is in the hands of a group of unknowns. Depends on Arcturus. The classic choot-em-'up scenario.,45,5.6
18167,Jonny Moseley Mad Trix,2001-12-26,"Show off your new school skiing tricks in Slopestyle mode and unlock Big Mountain mode to star in a ski movie! Then get heli-dropped onto a mountaintop, and pull insane grabs off snow-capped cottages, trains and more. Even use the Alaskan pipeline as a half-pipe. [3DO]",44,5.7
18467,Hello Neighbor,2018-07-27,"Hello Neighbor is a stealth-horror game about breaking into your neighbors house. Play against an advanced AI that learns from your actions, and counters them. Find out what horrible secrets your neighbor is hiding inside his basement.",39,4.4
18587,X-Men: Destiny,2011-09-27,"X-Men: Destiny has you playing a new recruit amongst comic's motley mutant band, and promises a branching storyline that features a deep element of choice.",36,4.1
18624,George of the Jungle and the Search for the Secret,2008-03-18,"Grab a vine and swing into a grand adventure with your friend, George of the Jungle! George is swinging and soaring through the dangerous terrain in search of the papers that hold the cure to a devastating disease – and he needs your help. A big, mean bird has snatched these precious papers and scattered them throughout the jungle. Join forces with George of the Jungle and help him find the missing pages. Without them, Doctor Scott and the Witch Doctor might never finish their research! [Crave Entertainment]",35,4
18654,Transformers: Dark of the Moon - Stealth Force Edition,2011-06-14,Transformers: Dark of the Moon thrusts players into an original storyline that takes place before the events of the film.,34,2.5
5,Super Mario Galaxy,2007-11-12,"[Metacritic's 2007 Wii Game of the Year] The ultimate Nintendo hero is taking the ultimate step ... out into space. Join Mario as he ushers in a new era of video games, defying gravity across all the planets in the galaxy. When some creature escapes into space with Princess Peach, Mario gives chase, exploring bizarre planets all across the galaxy. Mario, Peach and enemies new and old are here. Players run, jump and battle enemies as they explore all the planets in the galaxy. Since this game makes full use of all the features of the Wii Remote, players have to do all kinds of things to succeed: pressing buttons, swinging the Wii Remote and the Nunchuk, and even pointing at and dragging things with the pointer. Since he's in space, Mario can perform mind-bending jumps unlike anything he's done before. He'll also have a wealth of new moves that are all based around tilting, pointing and shaking the Wii Remote. Shake, tilt and point! Mario takes advantage of all the unique aspects of the Wii Remote and Nunchuk controller, unleashing new moves as players shake the controller and even point at and drag items with the pointer. [Nintendo]",97,9.1
6,Super Mario Galaxy 2,2010-05-23,"Super Mario Galaxy 2, the sequel to the galaxy-hopping original game, includes the gravity-defying, physics-based exploration from the first game, but is loaded with entirely new galaxies and features to challenge players. On some stages, Mario can pair up with his dinosaur buddy Yoshi and use his tongue to grab items and spit them back at enemies. Players can also have fun with new items such as a drill that lets our hero tunnel through solid rock. [Nintendo]",97,9.1
56,The Legend of Zelda: Twilight Princess,2006-11-19,"When an evil darkness enshrouds the land of Hyrule, a young farm boy named Link must awaken the hero - and the animal - within. When Link travels to the Twilight Realm, he transforms into a wolf and must scour the land with the help of a mysterious girl named Midna. Using the power and unique control of the Wii console, The Legend of Zelda: Twilight Princess features precise aiming control using the Wii Remote. The Wii Remote and the Nunchuk controller are used for a variety of game activities, including fishing and special sword attacks. Players ride into battle against troops of foul creatures using an amazing horseback combat system, then take on massive bosses that must be seen to be believed. [Nintendo]",95,9
67,World of Goo,2008-10-13,"[WiiWare] World of Goo is a physics based puzzle / construction game. The millions of Goo Balls that live in the beautiful World of Goo don't know that they are in a game, or that they are extremely delicious. [2D Boy]",94,8.7
116,Super Smash Bros. Brawl,2008-03-09,"[Metacritic's 2008 Wii Game of the Year] Super Smash Bros. Brawl is the next installment in the Smash Bros. series for the company's Wii console. Among the new characters playable in the game are Meta Knight, the sword-wielding nemesis of Kirby; Pit, the angelic archer from Kid Icarus; Zero Suit Samus, the powerful Metroid series heroine minus her versatile armor; and Wario, who demonstrates a noxious attack of gastronomic proportions. Also Snake, the gritty soldier from Konami's hugely popular Metal Gear series. [Nintendo]",93,8.8
160,The Legend of Zelda: Skyward Sword,2011-11-20,"A Link to the Future - The Legend of Zelda: Skyward Sword shakes up the tried-and-true adventure game formula and marks a turning point for the franchise. The introduction of full motion controls enabled by Wii MotionPlus technology synchronizes player movements with Link's actions while offering the most intuitive play control of any game in the series to date. FEATURES: * The Legend of Zelda: Skyward Sword boasts the most realistic sword combat of any game to date, turning every encounter into a challenge of both brains and brawn. Wii MotionPlus technology accurately translates the angle of every sword slice, effectively putting Link's blade in the player's hand. Analyzing enemy attack and defense tendencies and counteracting with precise swings of the sword provide a satisfying experience that blends puzzle-solving with a new and distinctly unique combat system. * Explore a massive, multilayered world that seamlessly blends soaring exploration in a sea of clouds with intense ground-based adventuring that blurs the line between the main world and traditional Zelda dungeons. Link soars through the skies on the back of a noble bird and dives beneath the clouds to the continent below in an epic quest that lays the foundation for the events in the critically acclaimed The Legend of Zelda: Ocarina of Time. * Prepare for intense puzzle-solving as only The Legend of Zelda games can deliver. Exploration of the forests, volcanoes and deserts requires players to think on their feet as they solve puzzles, overcome obstacles and escape deadly traps. Once they find their way to each dungeon, they are confronted by even more puzzles guarded by fiendish enemies. * The Legend of Zelda: Skyward Sword redefines the traditional Zelda framework and introduces an arsenal of items, upgrades and rewards unlike any game in the franchise to date. The adventure guides players into, out of and back to dungeons and areas they've already completed. Along the way, Link gathers a massive inventory of peculiar items and resources that can be used to upgrade many of his weapons and equipment. * Every copy in the initial production of the game will come packaged with a special music CD featuring orchestral arrangements of select songs that will be performed at The Legend of Zelda 25th Anniversary Symphony Concert. * This version of The Legend of Zelda: Skyward Sword comes packaged with a special Gold Wii Remote Plus controller. You can also purchase a copy of the game without a controller.",93,8.1
256,Xenoblade Chronicles,2012-04-06,"Xenoblade Chronicles throws you into a universe bursting with imagination. Take hold of an ancient sword that offers glimpses of the future, customise your characters extensively and discover a world where your relationships with others matter.",92,9.1
288,Metroid Prime Trilogy,2009-08-24,"Metroid Prime 3: Corruption set a new standard for first-person motion controls in video games. Now it’s bringing those controls to the rest of the celebrated series, allowing players to experience the entire Metroid Prime story arc with the precision of the Wii Remote. Metroid Prime Trilogy, is a three-game collection for the Wii console that bundles all three landmark Metroid Prime games onto one disc and revamps the first two installments with intuitive Wii Remote controls, wide-screen presentation and other enhancements. Each game maintains its original storyline and settings, but now Metroid Prime and Metroid Prime 2: Echoes let players use their Wii Remote to aim with precision as heroine Samus Aran. Based on the breakthrough control system that debuted in Metroid Prime 3: Corruption, these new Wii controls bring an entirely new level of immersion and freedom to these milestone games. Players can access the game they want from a unified main menu that ties together all three adventures. Through a new unlockables system, players can gain access to in-game rewards such as music and artwork by accomplishing objectives across all three games. [Nintendo]",91,9
315,Resident Evil 4: Wii Edition,2007-06-19,"Resident Evil 4 comes to the Wii with added Wii Remote and Nunchuck support, allowing players to immerse themselves in the game as never before. With RE4 Wii Edition, Capcom is offering new and more immersive sense of control to players, while keeping all of the game's incredible game systems intact. As Leon Kennedy, players explore a town overrun by cultists, mutants and mind-controlled villagers, using the Wii Remote to aim, fire, slash and avoid oncoming adversaries with intuitive motions and movements. RE4 Wii Edition also contains the additional content included in the PlayStation 2 computer entertainment system version of the game. [Capcom]",91,8.9
479,Okami,2008-04-15,"Okami tells the story of a mythical sun god who sets out to restore a dismal world, decimating the forces of evil who stand in the way by commanding the elements and mythical abilities the deity possesses. Mixing Japanese folklore and a stunning traditional Japanese art style, players must utilize an inventive control scheme to overcome the challenges and evil that await. By enhancing the unique gameplay, visual style and story line of Okami with the control of the Wii Remote, it is sure to be the ultimate version of the game. Originally designed for the PS2 and released in 2006, Okami now comes alive in an entirely new way on the Wii with its visually stunning art style and beautiful scenic 3D levels that have the appearance and texture of paper scrolls brushed with watercolor-like calligraphy art. Throughout the vibrant and distinctive surroundings, players must use the Wii remote to interact with a dynamic world and cast of characters. The blend of stylized graphics, movements and unique gameplay will result in a rich and dynamic experience never seen before. [Capcom]",90,8.8
495,Metroid Prime 3: Corruption,2007-08-27,"If you think you knew what it felt like to be the bounty hunter behind the visor, think again. Take aim at evil with Nintendo's revolutionary controller. Players control Samus by moving with the Nunchuk controller and aiming with the pointer, allowing for a level of immersion unlike anything they have ever experienced. Through the eyes of Samus, players experience a quantum leap in first-person control as they wield the Wii Remote, the ultimate device for the first-person shooter genre. Samus employs well-known power-ups like the Grapple Beam and Morph Ball, as well as a bunch of new surprises, to help her survive her coming trials. Saving the planets from Corruption isn't enough, though. Eventually, players must take down Samus' mortal enemy, Dark Samus. [Nintendo]",90,8.8
585,The Beatles: Rock Band,2009-09-09,"The game represents the first time fans will be able to experience The Beatles’ musical career for themselves. From the early touring days in 1963 Liverpool to the immortal, final performance on the Apple Corps rooftop, fans can follow in the band’s footsteps as they traverse the globe during the height of Beatlemania. Adding to the experience is the introduction of three-part vocal harmonies to game play, allowing gamers to revel in the unparalleled vocal stylings of the Fab Four. Beatles fans will also be thrilled to hear previously unreleased authentic voice recordings from John, Paul, George and Ringo chatting between takes during studio sessions recorded at Abbey Road more than four decades ago. The game begins during the band's earliest days at The Cavern Club in Liverpool, England. Gamers then travel across the Atlantic to experience the band's unforgettable 1964 performance on The Ed Sullivan Show, the sold-out concert at New York’s Shea Stadium in 1965, and conclude at The Beatles’ memorable concert at Budokan in Tokyo, Japan in 1966. The Beatles' studio years come to life in legendary Studio 2 at Abbey Road Studios. Highlighting the studio years are inspired artistic visual expressions known as Dreamscapes, intended to transport players to imaginative environments that capture the essence of The Beatles’ genre-busting musical and fashion transformations during their later years. The game follows The Beatles to 1969 where story mode culminates with their final performance on the rooftop of the Apple Corps Headquarters. The Beatles: Rock Band offers a new set of hardware representing the instruments made famous by John, Paul, George and Ringo. Featured in the set are the Rickenbacker 325 and Gretsch Duo Jet guitars - hailed as two of the celebrated, signature instruments played by John Lennon and George Harrison throughout their careers. Also included is a Höfner bass controller - a large-scale version of the bass famously used by Sir Paul McCartney. Rounding out the set is a Ringo Starr inspired, Ludwig-branded Rock Band 2 drum set with a classic pearl finish and vintage remake of a Beatles kick drum head. [MTV Games]",89,7.6
8197,The Sky Crawlers: Innocent Aces,2010-01-12,Use the Remote and Nunchuk to steer your plane through the skies as you seek out and gun down enemy jets.,74,8.2
625,Cave Story,2010-03-22,"[WiiWare] Cave Story takes you into a rare world where a curious race of innocent, rabbit-like creatures called Mimiga run free. You wake up in a dark cave with no memory of who you are, where you came from or why you're in such a place. Uncovering Mimiga Village, you discover that the once-carefree Mimiga are in danger at the hands of a maniacal scientist. Their only hope rests squarely on the shoulders of a quiet, amnesiac boy who can't remember his own name. Take control, learn the origins of this world's power, stop the delusional villain and save the Mimiga.",89,8.7
632,Guitar Hero 5,2009-09-01,"For the first time ever, players can customize the make-up of their band by rocking with any combination of instruments in-game: whether it be two guitars and two drums, or three guitars and a microphone, any combination is possible, allowing players to experience music their own way. Brand new, innovative, easy-to-use gameplay modes like Party Play and RockFest put fun, competition and control at center stage as fans tailor the Guitar Hero experience to match their personal style and interests. For extended hours of entertainment, downloadable content from Guitar Hero World Tour is compatible with the game and can automatically be updated to include all of the upgrades and enhancements of Guitar Hero 5. Guitar Hero 5 features the strongest, most varied set list to-date comprised of master tracks from 85 of the hottest bands of today and the biggest classic acts including; Kings of Leon, The Rolling Stones, The White Stripes, Santana, Vampire Weekend, Tom Petty, Johnny Cash, Bob Dylan, plus more than 25 artists from a variety of music genres that are making their music video game debut. Among the first-time-ever features of Guitar Hero 5 are: Party Play, where players can jump in or drop out of gameplay seamlessly; RockFest, a comprehensive competitive experience available featuring five new head-to-head modes playable online or in your living room; and the ability to play the entire set-list from the first time the game is turned on. Guitar Hero 5 refines the player experience, enhances the art style and redesigns core features such as GHMusic StudioSM, making it the most accessible, fun-to-play and authentic experience for seasoned music gamers as well as first-time players. New innovations such as Band Moments, where bands are rewarded for hitting special note streams together and song challenges where gamers are tasked to play through a song a specific way, add a new competitive layer of excitement and accomplishment to the music rhythm genre. [Activision]",89,7.1
816,Tiger Woods PGA Tour 10,2009-06-08,"Tiger Woods PGA Tour 10 takes golf fans inside-the-ropes to experience the drama and emotion of tournament golf. In addition, the U.S. Open, a USGA championship, and the USGA’s Rules of Golf is available in Tiger Woods PGA Tour 10 for the first time in franchise history. As you hear the roar of the crowd from the next hole over, can you handle the mounting pressure while you stand over your tournament-winning putt? Expanded crowds surround every hole; adding to the tension and excitement of each shot. A first for the franchise, real-time weather is reflected on every course, ensuring the in-game experience matches that of the current weather conditions. Tiger Woods PGA Tour 10 also features a television broadcast style presentation, which include instantaneous updates and a new announcer team of ESPN’s Scott Van Pelt and the Golf Channel’s Kelly Tilghman. [Electronic Arts]",88,7.7
927,Art of Balance,2010-02-15,"[WiiWare] Grab your Wii Remote controller and build a balanced stack in this physics-based puzzler, featuring 100 levels that challenge not only your skills but also your imagination. The game is easy to pick up and hard to put away. Play alone or invite a friend to grab a second Wii Remote controller and drop in at any point for co-op play. There's even a dedicated two-player split-screen ""versus"" mode for extra fun. [Nintendo]",88,7.7
1076,New Super Mario Bros. Wii,2009-11-15,"New Super Mario Bros. Wii offers a combination of cooperation and competition. Players can pick each other up to save them from danger or toss them into it. Mario, Luigi and two Toads are all playable characters, while many others from the Mushroom Kingdom make appearances throughout the game. Players can even ride different Yoshi characters and use their tongues to swallow enemies, items and even balls of fire. In some areas, players use the motion abilities of the Wii Remote controller. The first player to reach a seesaw might make it tilt to help his or her character reach a higher platform - or might maike it tilt incorrectly just to mess with other players. New items include the propeller suit, which will shoot players high into the sky with just a shake of the Wii Remote, and Mario’s new ability to transform into Penguin Mario. At the end of each stage during the coin battle multiplayer mode, players are ranked based on the number of coins they have collected. [Nintendo]",87,8.3
1080,DJ Hero,2009-10-27,"DJ Hero drops the needle with a completely fresh experience and legendary artists including Black Eyed Peas, 50 Cent, Justice, Marvin Gaye, Beck, Beastie Boys and N.E.R.D. DJ Hero features more than 100 individual songs that have been transformed into more than 80 exclusive, original mixes by superstar DJs including DJ Shadow, DJ Z-Trip, DJ AM, and the legendary Grandmaster Flash. With an innovative, new turntable controller and the hottest music collection of original music, DJ Hero is a unique new social music gaming experience that excite the millions of dance club music fans who can now play along to hit songs from a range of genres including hip-hop, R&B, pop, rock and electronica allowing them to rule the party with original mixes. Joining the internationally acclaimed DJ, producer and recording artist DJ Shadow, who has been consulting and contributed several mixes for DJ Hero, and making their video game debuts, DJ Z-Trip, a founder of the mashup movement who’s known worldwide for his sold out shows and eclectic style, and DJ AM, one of the world’s premier and most in-demand DJs today, appear as in-game characters and have each created multiple exclusive mixes for DJ Hero. In DJ Hero, faces in the crowd are transformed into the life of the party as the game’s turntable controller - created exclusively for DJ Hero and featuring familiar DJ tools including a fully-rotating turntable, sample buttons, effects dial and cross fader - immerses fans into the authenticity of DJ culture and a sea of music. By utilizing and mastering various DJ techniques including scratching, blending, cross fading and sampling, while leaving room for creative expression with a variety of effects and player chosen samples and scratches, gamers rule the party performing music as only a DJ can. Social expression is heightened with euphoric multiplayer gameplay where two DJs can battle competitively or have a player join in to emcee over any track in the game with a mic. Additionally, gamers can rock together as DJ Hero features DJ-guitar exclusive mixes played with a turntable controller and Guitar Hero guitar controller. [Activision]",87,7.3
1094,Donkey Kong Country Returns,2010-11-21,The latest installment of the Donkey Kong Country series returns.,87,8.6
1105,Zack & Wiki: Quest for Barbaros' Treasure,2007-10-23,"Legend has it that a revered pirate named Barbaros once stole the world's treasure and hid it on a mysterious island. Though no one knows of its exact location, stories about the untold riches that lay in wait have been passed down through the ages, driving pirates from all walks of life to pursue the alluring prizes. One of these treasure seekers, a young apprentice pirate named Zack happens upon a mysterious talking skull, the skull of Barbaros himself. Barbaros promises to reveal the key to the island, if Zack will help to lift the curse he is under. Players explore a variety of wondrous environments and stages, solving puzzles and interacting with the world in search of a legendary pirate ship and the ultimate pursuit of becoming the greatest pirate the world has ever seen. Inventive gameplay mechanics and controller movements allow players to move and open objects, transform items, unlock new pathways and navigate through perilous stages based on a variety of themes including a jungle, ice temple, volcanic caves and more, each with multiple sub-areas. Players will use the Wii Remote controller in various ways - rotate handles, turn keys to open doors, play a piccolo and much more in order to solve the progressively difficult puzzle stages and collect key items that will lead to the legendary pirate ship. [Capcom]",87,8.6
1133,Little King's Story,2009-07-21,"Little King's Story begins with the story of young boy named Corobo. Shy, and without many friends, Corobo stumbles upon a mysterious, powerful crown while walking in the forest near his village. He soon discovers that the crown grants him the ability to charm any person, and make them follow his orders. Suddenly, Howzer, the bull-knight, appears, informing Corobo that he is now King of the village, and he must not take this responsibility lightly. Returning to his sleepy village, as a King instead of a shy little boy, Corobo begins a quest to turn his small hamlet into a noble, fantastic kingdom. The storyline, visual look, and lyrical music of Little King's Story, work in concert to transport players to an interactive, enchanting, fairy tale world. By combining gameplay elements from life-simulation, real-time strategy, and adventure genres, the many aspects of creating a vast kingdom come to life! As King, players manage and involve their townspeople in the goals of creating this new territory; enlist them to dig for treasure, build new buildings and otherwise better their community. Of course, leadership is a two way street, so as King, players will try to conquer rival nations to create a single unified kingdom, as well as grant the requests of townspeople at whim. With the Wii Remote as a royal scepter, Little King’s Story allows players the chance to be the best king in the world. [XSEED Games]",87,8.6
1170,Sin & Punishment: Star Successor,2010-06-27,"Players engage in nonstop shooter action as they're propelled through this on-rails game. Isa and Kachi are being hunted. They go on the run and on the defensive. And they shoot everything. Sin & Punishment 2 is the long-awaited sequel to the Japanese Nintendo 64 cult-classic shooter. It brings a frantic arcade sensibility to a post-apocalyptic world. Players can run on foot or take to the skies with a jetpack or hovering skateboard-like device to dodge enemy attacks or get a better lock on their targets. Players can fire at targets in the distance or switch to sword attacks for close-range targets. The Wii Remote controller's pointing ability is used to aim weapons, while the Nunchuk controller is used for positioning and maneuvering. Numerous beautifully rendered settings include gorgeous cityscapes and dramatic underwater tunnels, all populated by fierce enemies. It's all about the multiplier. The better a player's skills, the more points are earned, and the bigger the bonus. Players will want to play the game again and again to beat their personal best on each level. The better the performance, the bigger the multiplier and the higher the final score. [Nintendo]",87,8.5
