index,name,release_date,summary,meta_score,user_review
16381,Army Corps of Hell,2012-02-21,"Army Corps of Hell brings vicious combat, dark humor and lightning-quick action to the PlayStation Vita. As the King of Hell you control an army of a hundred goblin soldiers with various classes and abilities to defeat a host of enemies in order to reclaim your throne. Take full advantage of the unique control features of the PlayStation Vita to experience war like never before. [Sony]",57,6.6
141,Persona 4 Golden,2012-11-20,Persona 4: The Golden is a remastered version of PS2 classic Shin Megami Tensei: Persona 4.,93,8.6
449,Velocity 2X,2014-09-02,Velocity 2X features puzzle-platforming action alongside top-down shoot 'em-up gameplay.,90,7.2
749,Spelunky,2013-08-27,"Spelunky is a unique platformer with randomized levels that offer a new and challenging experience each time you play! Journey deep underground and explore fantastic places filled with monsters, traps, and treasure. Fully-destructible environments open up lots of strategies and make it a blast to master the game's many secrets.",88,8
823,Rayman Origins,2012-02-15,"Michel Ancel, celebrated creator of Rayman, Beyond Good & Evil and the Raving Rabbids returns to his roots to bring us Rayman Origins: a high-definition, 2D side-scrolling, platforming adventure! Play Rayman Origins and discover or rediscover the magical universe and legendary 2D gameplay that captured the hearts of fans... When the Glade of Dreams is overrun by ""nefurrious"" Darktoons, the Fairy Council hastily invokes Rayman to save the day; but the hero of light isn't quite all there...To help him, Rayman teams up with his best friend, Globox, and two crafty wizards, the Teensies. Together, the world's most hilarious team of heroes will need to restore peace to the Glade or watch as their beloved home vanishes like a bad dream... [Sony]",88,8.4
920,LittleBigPlanet PS Vita,2012-09-18,"LittleBigPlanet lets you play, create, and share on the PlayStation Vita. The PS Vita's front and back touch controls let you play freely. Fully customize Sackboy and his world with the specialized CREATE tools, and discover endless levels SHARED by fans online. Includes all features from the first and second games together with new PS VIta exclusive elements.",88,8.5
1019,Guacamelee!,2013-04-09,"The game features a down on his luck Mexican named Juan Aguacate, who sets out to save the world when El Presidente's Daughter is kidnapped by an Evil Charro Skeleton. The story takes place in and around a small village in Mexico, and has the player travelling through alternate dimensions including ""The World of the Dead"" and ""The World of Nightmares"" on his quest to rescue the girl he loves.",87,8.3
1085,Rayman Legends,2013-09-03,Rayman Legends is the follow-up to Rayman Origins and aims to bring innovative multiplayer interactions for you to use.,87,8.4
1100,Tearaway,2013-11-22,"Adventure through a vibrant papery world with your new friend Iota, a plucky messenger with a unique message to deliver-to you.This paper world is small enough to hold in your own two hands, allowing you to reach into the game with your god-like powers and help Iota complete this very special delivery.",87,8.9
1308,Final Fantasy X / X-2 HD Remaster,2014-03-18,"Can you help save the people of Spira? Join Tidus and Yuna on an adventure to rid the world of Sin and bring about the Calm in one of the most popular FINAL FANTASY stories of all time. FINAL FANTASY X HD Remaster is a remastered edition of the game in HD, so if you’ve been wanting to relive your adventures (or experience the story for the first time) now’s your chance.",86,8.4
1449,Tales From Space: Mutant Blobs Attack,2012-02-21,"Tales from Space: Mutant Blobs Attack is a side-scrolling puzzle platformer about an ornery mutant blob that, after being held captive in a lab that can only be described as something out of a retro sci-fi movie from the early '50's, escapes into the world and sets out on a path to destroy and consume everything! A follow-up to last year's PlayStationÂ®Network title Tales from Space: About a Blob, Mutant Blobs Attack will contain a wide range of exciting new features and gameplay modes designed exclusively for the PlayStationÂ®Vita handheld entertainment system.",86,8.3
1502,Code:Realize - Guardian of Rebirth,2015-10-20,"Restricted to an abandoned mansion on the outskirts of London in fulfillment of a promise to her father, lonely Cardia lives day to day isolated from the world. Her body carries a deadly poison that rots or melts anything her skin touches, prompting the locals to call her a “monster.” Her last conversation with her father two years ago, telling her to stay out of sight and never fall in love, is the furthest back she can remember. One day, her quiet solitude is interrupted as the Royal Guards break in to capture her. It is then that Cardia meets Arsène Lupin, a chivalrous thief, who helps her escape the soldiers’ clutches. She soon finds herself on a journey with Lupin to locate her father, who holds the answers to her mysterious condition. The two are soon joined by four more interesting and handsome gentlemen…",86,8
1560,OlliOlli2: Welcome to Olliwood,2015-03-03,OlliOlli2: Welcome to Olliwood plucks the iconic skater from the street and dropping him squarely in the middle of the Big Screen’s most bodacious cinematic locations.,85,7.1
1671,Hotline Miami,2013-06-25,"Step into the neon-soaked underground of 1980s Miami as bizarre messages on your answering machine seem to be urging you to commit terrible acts of violence - but will you obey? Hotline Miami is full of raw brutality and skull crushing close combat as you find yourself outgunned and using your wits to choreograph your way through impossible situations. An unmistakable visual style, a driving soundtrack, and a surreal plot that will have you question your own thirst for blood. Bash and blast through over 20 multiscreen levels with 35 unique weapons and collect 25 game-altering masks in one of the darkest and most unusual independent games on the scene.",85,8.4
1684,Rogue Legacy,2014-07-29,"Each time you die, your child will succeed you. Every child is unique. One child might be colorblind, another might have tourettes-- they could even be a dwarf. That's OK, because no one is perfect, and you don't have to be perfect to win this game. But you do have to be pretty darn good because this game is HARD. Fortunately, every time you die all the gold you've collected can be used to upgrade you manor, giving your next child a step up in life and another chance at vanquishing evil.",85,7.8
1753,Sine Mora,2012-11-20,"Co-developed by Grasshopper Manufacture and Digital Reality, and published by Microsoft Studios, Sine Mora is a dieselpunk shoot 'em up that provides a unique take on the genre, where time is the ultimate factor. Mixing classic shooter sensibilities with next-gen presentation, Sine Mora is a gorgeous shmup that appeals to both hardcore and casual gamers alike. Coming exclusively to Xbox LIVE Arcade, Sine Mora features over 60 combinations of planes, characters and time manipulation devices to complete every beautifully-crafted stage with scaling difficulty. All of this is set to an epic score of soaring heights, composed by Akira Yamaoka, acclaimed for his works on Shadows of the Damned and the Silent Hill series.",85,7.2
1848,Mortal Kombat,2012-05-01,"Get ready to re-enter the tournament wherever you are. A full reboot of the franchise, this latest version of the game combines innovative mature oriented fighter gameplay with a deep story mode, enhanced graphics and game technology and new game modes. The game features a storyline that takes you back to the original tournament, exclusive Vita functionality, fatalities presented in graphic detail never imagined in earlier release, and completely new game modes.",85,7.9
1879,Terraria,2013-12-17,"Terraria is a side-scrolling, action-adventure sandbox game with an emphasis on crafting and exploration set in vast and vibrant worlds.",85,8
1990,TxK,2014-02-11,"Glowing vectors, explosive particle effects and a pulse-pounding soundtrack are core elements of many modern arcade shooters - a style that Llamasoft defined with its seminal 90s tube shooter. TxK is the spiritual successor to that genre-defining work and brings you 100 levels of score-chasing gameplay married to an outstanding soundtrack that will have your head nodding as you blast your way onto the scoreboards.",84,7.4
2006,Sound Shapes,2012-08-07,"Sound Shapes has you play, compose, and share on the NGP in this side-scrolling platformer, where you create music with your actions using the touch screen.",84,7.8
2102,Grim Fandango Remastered,2015-01-27,Something's Rotten in the Land of the Dead... ...and you're being played for a sucker. He sells luxury packages to souls on their four-year journey to eternal rest. But there's trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his salvation.,84,7.4
2106,Frozen Synapse Prime,2014-09-23,"Prime is an asynchronous, turn-based strategy game that allows players to participated in several matches simultaneously. It also includes a single-player campaign set within a dystopian future, where you assume the role of a tactician to a resistance group attempting to prevent an evil corporation from taking over a city.",84,7.2
2285,PixelJunk Monsters: Ultimate HD,2013-07-30,"What do you get? The 21 Tiki Island levels and 24 Challenge levels from the original PixelJunk Monsters PS3. From the Encore expansion Toki island with 15 levels inspired by arcade classics and the third island, Tum Tum. From the Deluxe Edition a fourth island, Gati Gati with 11 more stages. Not to mention trap towers, gem towers, scuttlers, fire monsters, flying balloon monsters, unlockable content and more.",84,7.6
2288,Zero Escape: Virtue's Last Reward,2012-10-23,"Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",84,8.8
2397,Hakuoki: Kyoto Winds,2017-05-16,"The remastered telling of the visual novel Hakuoki focuses on the story set in Kyoto. The young Chizuru, determined to find her father, will romance the famous samurai of Shinsengumi through a series of engaging stories in this historical fantasy adventure.",83,7.5
2466,Steins;Gate,2015-06-05,"Okabe Rintaro -- aka Okarin -- is an eccentric college student who dreams of conspiracy and chaos. Adopting the persona of a mad scientist, he spends his time developing oddball gadgets with his friends in their makeshift laboratory. One day, they accidentally discover that one of their inventions can send emails into the past. In other words, they have created a time machine. SERN, John Titor, the IBN 5100, the Butterfly Effect, and the 11 theories of time travel -- when chance brings these elements together in Akihabara, Japan, the fate of the world hangs in the balance. What will Okarin choose when he holds the future in his hands?",83,8.8
2474,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013-12-17,"Runner 2 - Future Legend of Rhythm Alien is a rhythm-music, auto-running platformer that is inspired by the Bit.Trip series originally released on Nintendo platforms.",83,7.2
2546,Lumines: Electronic Symphony,2012-02-15,"New block mechanics: For the first time in the series, special new block mechanics give players additional strategic options. Clear huge block combos using the powerful Chain Block, and learn to master the randomizing powers of the Shuffle Block. Star-studded musical line-up: Featuring some of the best and brightest names in electronic music, the soundtrack for Lumines Electronic Symphony is a diverse selection of known artists as well as original tracks composed by Q Entertainment's sound team, providing the ultimate aural experience. Look for tracks from The Chemical Brothers, Mark Ronson, Underworld, LCD Soundsystem, and more. All-new EXP system: Lumines Electronic Symphony rewards player effort and investment by providing an in-depth player profile, deep stat tracking, and a new Experience Points system that rewards every player's play style with a level-based reward system. The more you play –whether in solo or versus play— the richer your Lumines experience will be. Social experience: Compare your progress against your friends. Every time you play Lumines Electronic Symphony --whether in single- or multi-player modes-- you earn experience points. Another level, another rank, or another reward is always within reach. Whether you're a new Lumines player or a veteran of the series, Lumines Electronic Symphony's new social features will encourage you to play just ""one more game."" [Sony]",83,7.9
2642,Child of Light,2014-07-01,"A 2D side-scrolling role-playing game inspired by the art style of Studio Ghibli. Young Aurora wakes up in a strange land where all light has been stolen from the sky. Before she can return to her home, she must return the Moon, Sun and Stars and free the kingdom of Lemuria from Queen Umbra’s influence. Built on the UbiArt Framework and inspired by epic poetry and dark fairytales, Child of Light is a work of art brought to life – and now it’s a work of art you can bring with you wherever you go.",83,7.9
2654,Zero Escape: Zero Time Dilemma,2016-06-28,"Choice is your only method of salvation and your only method of escape. How much of your humanity will you sacrifice to gain your freedom? As a new age of ruin looms large on the horizon, you have to make impossible decisions and weather unimaginable consequences as you straddle the line between absolution and damnation.",83,8.2
2700,Gravity Rush,2012-06-12,"Gravity Rush has players manipulate gravity to save your world from destruction. Gain a new perspective as you assume the role of Kat, a head-string girl looking for a way to protect her future in a world that's crumbling under her feet. Tilt and move the Vita, taking gravity into your own hands to deliver devastating attacks, uncover the secrets to your past and explore a mysterious world.",83,8.5
2831,BlazBlue: Continuum Shift Extend,2012-02-14,"BlazBlue: Continuum Shift EXTEND makes a return with the devious all new playable character Relius Clover, new story scenarios, new gameplay modes, and competitively balanced action. Enhanced Story Mode: Relive and rediscover the events that took place in BlazBlue: Calamity Trigger or venture forth into one of four all new story scenarios. New and Revised Game Modes to Explore: Take on the strongest of foes in Unlimited Mars Mode, dungeoneer your way to the bottom of Abyss Mode, or refine your skills in the improved Challenge Mode. Fully Revised Combat System: All characters new and old have been thoroughly rebalanced and armed with all new strategies and combos to take your game to the top. Improved Online Multiplayer: Battle it out in BlazBlue’s acclaimed online mode with all new online multiplayer features, such as online team battles. [Sony]",83,7.5
2861,Ys: Memories of Celceta,2013-11-26,"Ys: Memories of Celceta has players revisit the land and characters of the Japanese cult favorite Ys IV. This re-envisioning of the fourth installment in the Ys series takes a new approach, changing and framing the story of Ys IV within an all-new tale of conspiracy, deception and mystery.",82,8.7
2938,Super Stardust Delta,2012-02-14,"The Super Stardust franchise blasts its way into your hands with its latest iteration: Super Stardust Delta. With brand-new features made specifically for Vita, players continue to destroy everything in their sight. Create black holes, launch swarm missiles and unleash shockwaves with all-new Vita controls. [Sony]",82,8
2956,Quell Memento,2013-06-04,"Forget the world. Fall in love with this enchanting zen puzzler.Set within an old abandoned house, the player restores order to the jumbled memories of the last occupant, and in doing so embarks on a haunting journey of self-discovery and reflection.* Over 150 cunningly crafted puzzles!* Perfectly balanced difficulty curve!* HD and Retina support hand-painted art!* Universal app with iCloud integration* GameCenter Achievements and Leaderboards* New soundtrack by composer Steven CravisSuitable for all ages, this is an experience that will stay with you long after you put it down.-------------------------------CURIOUS? More info on: bulkypix.comfacebook.com/Bulkypixtwitter.com/Bulkypixyoutube.com/Bulkypix",82,7.6
3033,The Walking Dead: A Telltale Games Series - The Complete First Season,2013-08-20,"The Walking Dead is an award-winning vision of Robert Kirkman's global hit comic book series. Experience the true horror and emotional impact of being a survivor of the undead apocalypse in a zombie game unlike any other. You will meet people and experience events that will impact the story of Deputy Sheriff Rick Grimes, and you will be forced to make decisions that are not only tough, but that will have a direct effect on the story that you experience. The undead are everywhere, but they're not your only problem. Starvation, betrayal, heartbreak and more will challenge you as you attempt to survive in the world of The Walking Dead.",82,8.6
3149,XCOM: Enemy Unknown Plus,2016-03-22,"Threatened by an unknown enemy, the Earth's governments unite to form a secret paramilitary organization, known as XCOM, to combat this extraterrestrial attack. As the commander of XCOM, you control the global defense team and its resources in a battle against the terrifying alien invasion. XCOM: Enemy Unknown is a reimagining of X-COM, the classic strategy game from 1993, and developed by the award-winning creators of Civilization. You will control the fate of the human race by creating and managing a fully operational base, researching alien technologies, planning combat missions, and controlling soldier movement in battle.",82,8.1
3296,Soul Sacrifice Delta,2014-05-13,"The first obvious addition to Librom’s pages is the Bazaar Ledger; Carnatux’s bazaar, to be more precise.",82,8.5
3331,Disgaea 4: A Promise Revisited,2014-08-12,"Disgaea 4 is a sequel to Disgaea, a hardcore, turn-based, strategy RPG. In Disgaea, character units have a limit to their movement and attack ranges, based on level and weapons equipped. There are other special game factors that let you take advantage of the 3D battle map, many of which are unique to Disgaea. As the 4th installment in the series Disgaea 4 adopts an all new graphic engine with a much more emphasis on a anime style graphics and also adopts many new game system for an exciting battle adventure.",82,8.1
3383,Severed,2016-04-26,"Severed follows the saga of a distraught warrior, who is lost in a fantastical world, as she knits together pieces of her story from both the past and the future. As the heroine, players will embark on a journey through a surreal, nonlinear world by using a gesture-based combat mechanic to defeat enemies in this first-person adventure. During their journey, players will unlock new abilities, discover secrets of the land, and grow in power as they master both offensive and defensive techniques.",82,7.9
3553,Lone Survivor: The Director's Cut,2013-09-24,"Lone Survivor is a psychological survival adventure game which has taken elements from classic adventure games and the best elements of the survival horror genre to create something you haven’t seen before. You can expect scares, scarcity of ammo and exploration of surreal and atmospheric environments to be a big part of the game, but there’s also an element of psychological horror and choice that often isn’t explored in modern survival horror titles. [Playstation.com]",81,8
3565,Gunslugs,2014-02-18,"Gunslugs is the most chaotic, fun, arcade action game you'll find on any platform! Non-stop action from the guys behind Meganoid, Meganoid 2 and Stardash !“There’s so much praise I want to ramble on about, but I’ll leave it at this: Gunslugs is a game you must get your hands on” – Gamezebo“Fans of the run ’n gun genre need to check this out.” – 148apps""“Gunslugs is again, another great game to add to OrangePixel’s roster. I don’t know how so many games are produced so fast but instead of the quality dropping, it’s always better and always different.” – Paranerds“retro graphics, perfect controls, great physics, [great] gameplay and loads of fun and entertainment.” – The App-Shack""Basically, it’s everything you could ask for from a rampaging action game, all packed up in a neat little mobile release with ample amounts of retro-style visuals, music and secrets.” – JayIsGamesFEATURES* Random level generation - no 2 game sessions will be the same!* Unlockable characters* Thumping sound track* Fun variation of weapons* Tank driving!* Jetpack flying!* Secret levels* Objectives/achievements* Destruction* Chaos* Rain, snow, and big bad hell worms* Wizards, princesses, geeks, voodoo priests and many more surprises... !- Two player co-op mode is supported by use of the Joypad app",81,7.2
3673,Metal Gear Solid HD Collection,2012-06-12,"From the critically acclaimed director, Hideo Kojima, Metal Gear Solid HD Collection offers a handful of the most popular Metal Gear Solid titles from the past in true HD for the first time ever. Featuring three complete games, Metal Gear Solid 2: Sons of Liberty, Metal Gear Solid: Snake Eater and Metal Gear Solid: Peace Walker, the HD Collection offers old and new fans a chance to experience the epic game play, design and storytelling of the MGS franchise. The ""Metal Gear Solid (MGS)"" series is the seminal work of Hideo Kojima, Japan's master game creator, and the progenitor of the stealth action game genre. The series has become a global phenomenon, with over 27 million copies sold worldwide. The player controls a secret agent from an elite special forces unit who is sent on solo sneaking missions through enemy installations, vast jungles, and sometimes even the thick of battle. Alone and surrounded by the enemy, even a special forces agent will find it tough to come out alive. But that is the secret behind the series' popularity-the cerebral challenge of figuring out how to avoid combat, and the thrill of sneaking through enemy territory undetected.The MGS series is also known for its storyline, which blends seamlessly with the gameplay. The scenarios are based on extensive research and incorporate the drama of actual developments in society. These elements have made MGS what it is today: a mature work of entertainment that transcends national borders and the confines of video games, and one of the leading products of the Japanesecontent business.",81,8.5
3738,Joe Danger 2: The Movie,2015-01-13,"On the set of the greatest blockbuster ""Movie"" ever made, create your own action film scene by scene, performing every stunt yourself. Using dozens of stunt vehicles and spanning every action film genre imaginable perfect every stunt to thrill the audience, or crack them up with your failed attempts. Strap on the helmet of Joe Danger, and defy death to impress the Director.",81,6.6
3773,Hatsune Miku: Project Diva f,2014-03-04,Hatsune Miku: Project Diva F lets players join Hatsune Miku in an all-new rhythm video game featuring selections from her popular songs.,81,8.1
3868,Danganronpa 2: Goodbye Despair,2014-09-02,"Jabberwock Island was, at one time, a popular tourist haunt. This now populated island remains oddly pristine. You and your classmates at the elite Hope's Peak Academy have been brought to this island by your cute teacher for a “lovey-dovey, heart-throbbing school trip.” Everyone seems to be having fun in the sun...until Monokuma returns to restart his murderous game! Trapped on this island of mutual killing, your only hope of escape rests in solving the island’s mysteries. But be warned—sometimes the truth can be its own despair. [NIS America]",81,8.8
3930,Hatsune Miku: Project Diva F 2nd,2014-11-18,"Hatsune Miku: Project DIVA F 2nd features 20 classic songs from the previously Japan-only Playstation Portable games making their first debut in the West, and 20 new songs to the Project DIVA series. In addition to the new songs, the game features updated gameplay mechanics and controls, more than eighty brand new and remade modules, Cross-Save compatibility, Markerless AR Mode (Vita) and a revamped edit mode ranking system that showcases the most popular user generated content. [SEGA]",81,8.6
4013,The Legend of Heroes: Trails of Cold Steel II,2016-09-06,"Peace a memory. Despite the best efforts of military student Rean Schwarzer and his comrades, forces much greater than they have swept the land of Erebonia into a full-blown civil war. After a terrible struggle, Rean awakens in the mountains near his hometown, uncertain what fate befell his classmates and comrades. Though the road will not be an easy one, Rean decides to take up his sword once again.",80,8.3
4136,Uncharted: Golden Abyss,2012-02-15,"Uncover the dark secret behind the 400-year-old massacre of a Spanish expedition as Nathan Drake tracks the murderous trail of an ancient and secret Spanish sect. Caught in the middle of a rivalry between Jason Dante - his old friend - and Marisa Chase - the granddaughter of an archeologist who has mysteriously vanished without a trace - Nathan Drake delves into the treacherous river basins, undiscovered temple ruins and karst caverns of Central America in search of a legendary lost city, only to find himself pushed to the edge of the Golden Abyss. [Sony]",80,7.5
4251,Sly Cooper Collection,2014-05-27,"Also known as The Sly Trilogy. The Sly Collection features three PlayStation 2 action-packed classic hits (Sly Cooper and the Thievius Racconus, Sly 2: Band of Thieves and Sly 3: Honor Among Thieves).",80,7.9
4362,Danganronpa: Trigger Happy Havoc,2014-02-11,"Fifteen super-elite students have been locked in the school and they are forced to live in this isolated community. There is a special rule for the students: only murderers can graduate from the school, and this rule turns the prosperous school into the despairing place. The protagonist, however, does not follow this rule. He investigates murders instead of murdering somebody and tries to figure out a way to escape from the school.",80,8.7
4454,Danganronpa V3: Killing Harmony,2017-09-26,"Welcome to a new world of Danganronpa, and prepare yourself for the biggest, most exhilarating episode yet. Set in a psycho-cool environment, a new cast of 16 characters find themselves kidnapped and imprisoned in a school. Inside, some will kill, some will die, and some will be punished. Reimagine what you thought high-stakes, fast-paced investigation was as you investigate twisted murder cases and condemn your new friends to death. KEY FEATURES: * A New Danganronpa Begins - Forget what you thought you knew about Danganronpa and join a completely new cast of Ultimates for a brand-new beginning. * Murder Mysteries - In a world where everyone is trying to survive, nobodys motivations are quite what they seem. Use your skills to solve each new murder or meet a gruesome end. * Lie, Panic, Debate! - The world is shaped by our perception of it. Fast-paced trial scenes will require lies, quick wits, and logic to guide your classmates to the right conclusions. * New Mini Games - Between the madness of murdered peers and deadly trials, enjoy an abundance of brand-new mini games!",80,7.3
4474,Ultimate Marvel vs. Capcom 3,2012-02-15,"Ultimate Marvel vs. Capcom 3 takes the battle to new heights. With new iconic characters from the Marvel and Capcom universes, 48 characters included, a refined fighting system, eight new stages and new modes, Ultimate Marvel vs. Capcom 3 continues the Capcom fighting game legacy when it releases at launch of the Playstation Vita. Features online and local multiplayer, touchscreen functionality, NEAR, Heroes & Heralds mode, special gold herald skins, replay mode, and everything you would find in the PlayStation 3 experience. Twelve new legends from Marvel and Capcom join the fray, bringing the roster of characters on the disc up to 48, and a total of 50 with DLC. Includes some of the most iconic and celebrated characters from the Marvel and Capcom universes, including Phoenix Wright on the Capcom side and Nova from the Marvel universe. The revamped roster also includes Vergil, Nemesis, Frank West, Strider and Firebrand from Capcom and Iron Fist, Doctor Strange, Rocket Raccoon, Ghost Rider and Hawkeye from Marvel. Includes eight new stages, including tons of tweaks and surprises added to existing stages. After many fan requests, Spectator mode is now available as part of an overall improved online experience along with other new modes and enhancements. Ultimate Marvel vs. Capcom 3 offers re-balanced gameplay that will provide accessible depth for both newcomers and pros alike. [Sony]",80,7.8
4586,Dead or Alive 5 Plus,2013-03-19,"Building on the DOA series' signature fighting style, DEAD OR ALIVE 5 PLUS brings the graphics and new martial arts techniques of the recent console release to the PS Vita with all-new system-specific features. Players take on the roles of the cast of DEAD OR ALIVE fighters in an action-filled brawler set in locations from around the world, with each stage featuring backdrops that change and interact with players. Characters are rendered in lifelike detail. New touch controls bring a new experience to fighting games. Simple taps, swipes, and pinches on your opponent trigger a variety of devastating moves. Using the Vita's motion sensor, you can even play vertically for a first-person, full-screen view of your opponent. Both novice and expert players can also find even more ways to up their game with new training-focused modes and a new display of advanced frame data that reveals twice the amount of information for each move compared to previous versions.",80,8
4723,FIFA Soccer,2012-02-15,"EA SPORTS FIFA Soccer on PS Vita gives you the same physics-based, data driven technology that powers FIFA gameplay on PlayStation 3. Take part in eight different game modes, including 11 vs. 11, Tournament Mode with over 50 real-world competitions, a full in-depth Career Mode, and head-to-head online. Innovations that utilize a rear touch pad and touchscreen create an intelligent and unique gameplay experience. Rear touch pad shooting delivers pin-point accuracy and removes the element of ""hit and hope"" from shooting and touchscreen passing opens up the field of play for more creative and precision passing.",79,7.2
4750,Street Fighter X Tekken,2012-10-23,"""Street Fighter"" is best known for its well-polished 2D game play, and ""Street Fighter IV"" is an exemplary addition to the series. And now, based on the ""Street Fighter IV"" engine, the ""TEKKEN"" characters will be stepping into the ring to fight. Featuring two on two ""Tag Team Fighting"", and together with Battle and Training Modes, this title will push the series beyond its limits.",79,7.5
4786,Need for Speed: Most Wanted - A Criterion Game,2012-10-30,"Need for Speed: Most Wanted is an open world Racing game. The game is the 19th release in the long-running Need for Speed franchise, and the first for the PlayStation Vita. It hearkens back to the earliest games in the series as players compete in races with police unified against them. Races have a set beginning and end point, with the open world game design allowing players to complete each using whatever path they can find. Additional features of performance include a unique blend of Simulation and Arcade gameplay, social play options through the Autolog 2 feature, exciting multiplayer support, and a large selection of vehicles.",79,7.7
4863,Wipeout 2048,2012-02-15,"Experience the speed of anti-gravity racing with PlayStation Vita's enhanced controls - including front touch, rear touch, and six-axis motion sensors. Optimized for 23rd century racing, you can compete with up to 8 other players on 10 new tracks. It’s a visceral battle to stay atop the online leaderboards. [Sony]",79,8.2
5038,Retro City Rampage,2012-10-09,"A parody of the open-world action genre, Retro City Rampage takes modern game mechanics and mashes them into an authentic 8-bit experience. It's one half fast paced arcade game, the other half a hilarious story mode! It's all the driving and shooting you'd expect and a whole lot more! With missions that twist pages straight from classic game experiences, you get to re-live and rewrite history in a way only a modern anti-hero could! When it comes to enemies, weapons are only the beginning! Put on your boots and jump on their heads! Toss 'em around to knock the rest down! Become truly unstoppable with awesome power-ups! Through its world, characters and missions, Retro City Rampage lampoons the entire 8-bit era from its games to the TV, movies and pop culture!",79,7.7
