index,name,release_date,summary,meta_score,user_review
16148,Fate/Extra,2011-11-01,Fate/Extra is a game where players wake up in a strange virtual world with no recollection of the past as you try to figure out who you are.,58,8.1
16353,EyePet,2010-11-02,EyePet is a virtual pet game that uses the PlayStation's Eye peripheral.,57,
16757,Driving Emotion Type-S,2001-01-29,"Many racing games have strived for this goal. Now technology has finally caught up with amibition, and racing games have enetered a new dimension.",55,2.5
16872,Mega Man: Battle Chip Challenge,2004-03-03,"The Mega Man series enters the card-battling arena in Mega Man Battle Chip Challenge. You'll play a young boy named Lan who owns a unique device known as a ""Net-Navi."" The evil WWW organization threatens to disrupt cyberspace and, with the help of your Net-Navi, you must upload Mega Man--armed with destructive viruses--into the system. Your weapons consist of battle cards and chips, which you can power up. The ultimate battle for Net Domination begins as you fight your way to the Battle Chip Grand Prix solo or compete with up to two players via the Game Link cable.",54,8.7
17236,Last Encounter,2020-02-21,Last Encounter is a twin-stick action roguelite in deep space following a group of heroes trying to prevent the unavoidable by cloning their ships and designing their weapons with swappable components.,52,
17294,New Frontier Days: Founding Pioneers,2017-03-03,"New Frontier Days ~Founding Pioneers~ is a town-building simulation game, where you command your pioneers to colonize a new land. The pioneers are capable of ""Logging"", ""Mining"", ""Hunting"", ""Fishing"" and many others. Command them accordingly, and build your own town efficiently. [ASW]",52,4.6
17400,Ape Escape Academy,2006-01-17,"Compete in more than 40 mini-games including hockey, golf, dodge ball, karate and more, with a wide variety of game styles, each brimming with frantic fun and wacky-humor. Featuring Wi-Fi wireless LAN (Ad Hoc) connectivity, up to four players with a PSP and the game can challenge each other.",51,6.1
17893,Stronghold 3,2011-10-24,Stronghold 3 is the third installment in the award winning castle-building series.,47,3
18385,Duke Nukem: Manhattan Project,2010-06-23,"[Xbox Live Arcade] Duke Nukem is back in Duke Nukem Manhattan Project. New York City is being overrun by a mutant menace and it's time to de-worm the Big Apple. This 3-D action game features the politically incorrect action hero defending the city that never sleeps, and its babes, from the evil Mech Morphix across 24 levels from Chinatown to Space. A super-sized collection of weapons, enemies and bosses await. As Duke would say, “Babes, bullets, bombs. Man, I love this job!”",41,7
328,God of War: Chains of Olympus,2008-03-04,"[Metacritic's 2008 PSP Game of the Year] Unleash the power of the Gods and embark on a merciless quest as Kratos, an ex-Spartan warrior driven to destroy Ares, the God of War. Armed with lethal double chainblades, Kratos must carve through mythology's darkest creatures including Medusa, Cyclops, the Hydra and more, while solving intricate puzzles in breathtaking environments. Driven by pure revenge, nothing can stop Kratos from achieving absolution. [SCEA]",91,8.6
481,Grand Theft Auto: Chinatown Wars,2009-10-20,"Grand Theft Auto: Chinatown Wars is an entirely original entry into the critically acclaimed Grand Theft Auto series, and brings a new level of interactivity to its sprawling open environments. Players navigate their way through the streets as they uncover the truth behind an epic tale of crime and corruption within the Triad crime syndicate, delivering the unprecedented amount of depth that has become a true trademark of the franchise.",90,7.4
1126,Disgaea: Afternoon of Darkness,2007-10-30,Knife-wielding penguin henchmen that double as grenades. A rotten adolescent prince of darkness determined to rule the netherworld by hook or by crook. An open-ended structure that encourages players to keep playing the game and developing their characters long after the main storyline is finished.,87,8.7
547,Shin Megami Tensei: Persona 3 Portable,2010-07-05,"Terrible creatures lurk in the dark, preying on those who wander into the hidden hour between one day and the next. As a member of a secret school club, you must wield your inner power--Persona--and protect humanity from impending doom. Will you live to see the light of day? Maximum Persona 3--The RPG that captured critics and fans alike achieves a new level of excellence. Built upon an enhanced version of the game, players will find numerous significant improvements, including the addition of Skill Cards, part-time jobs, a total of five difficulty settings (ranging from the newcomer-friendly ""beginner"" to the ultra-hardcore ""maniac""), and most importantly, the ability to directly control your teammates in battle. Gain a whole new perspective--The choice of your protagonist's sex at the start of the game has a dramatic impact on the game's intricate social dynamics. Persona 3 veterans will get a kick out of playing through the story from a new female perspective, gaining new Social Links, special events, and unique romantic opportunities. Slick system enhancements--Improved playability permeates every aspect of the gameplay experience. One-button menu shortcuts, streamlined team equipment changes, incredibly short load times, and other tweaks and enhancements create an ideal pace for portable gaming. [Atlus USA]",89,7.6
696,Lumines,2005-03-22,"Bust blocks, groove through puzzles, and jam wirelessly with friends. Stack 'em right and you'll unlock lush looks and buttery beats. Want to be lumines? Just let the music guide you. Advance through 24 action-packed levels, each with its own musical theme and sound effects. 4 gameplay modes including single-player and multiplayer ensure varied and lengthy gameplay. Time attacks, duels, and puzzle challenges await! Unlock new customizable skins and avatars as you progress. Flaunt your progress in multiplayer mode; push your opponent right off the screen. Challenge yourself, or go head to head with an opponent via wireless multiplayer functionality. Listen as the jam intensifies depending on your skills. Stack 'em and crack 'em to unlock the best beats and score high points. Combo and link for best results. [Ubisoft]",89,6.8
705,Metal Gear Solid: Peace Walker,2010-06-08,"METAL GEAR SOLID: PEACE WALKER takes the series in an exciting new direction with incredible visuals, as it sheds new light on well-known adversaries and allies, along with a wealth of new characters. In true METAL GEAR SOLID tradition, METAL GEAR SOLID: PEACE WALKER drops the player into a series of hostile scenarios, as a terrible plan for world domination is revealed. In addition to solo operations, players can team up via the game's multi-player CO-OPS (CO-operative OPerationS) mode. This extends to key gameplay advances, with players administering medical help to colleagues, sharing munitions, or providing cover for each other using the Snake formation to cover each other's blind spots. [Konami]",89,8.7
733,Wipeout Pure,2005-03-16,"The latest and the greatest in the seminal WipEout series, ""Pure"" distils the essence of anti-gravity racing and futuristic adrenaline-fuelled combat. Hi-tech weapons, hi-octane speed and a high-tempo dance soundtrack combine to deliver an explosive taste of the future directly into your hands. Features all-new environments and race craft plus a pumping soundtrack specially created for the game by a range of top artists. Post launch downloads give you access to extra circuits, new craft, personalized skins and additional music. Go head-to-head full-screen in 8-player tournaments via WiFi. [SCEA]",88,8
852,Final Fantasy Tactics: The War of the Lions,2007-10-09,"[Metacritic's 2007 PSP Game of the Year] Originally released in 1997, Final Fantasy Tactics: The War of the Lions is a portable update on the classic turn-based strategy game that gave birth to the world of Ivalice. In development exclusively for the PSP system, FINAL FANTASY TACTICS: The Lion War features PSP system exclusive content not found on the original classic including all-new CG sequences, all-new jobs, new 16:9 widescreen presentation, new head-to-head multiplayer and new storyline elements that refine the genesis of the IVALICE ALLIANCE. [Square Enix]",88,9.1
876,Grand Theft Auto: Liberty City Stories,2005-10-24,"Grand Theft Auto: Liberty City Stories is an entirely new game in the Grand Theft Auto series and brings a mobile dimension to this epic experience. The original storyline and all new missions take place in Liberty City, featuring the interactive, open environment, voice talent and diverse music that have become pioneering trademarks of the series. [Rockstar]",88,7.7
888,Tekken: Dark Resurrection,2006-07-25,"TEKKEN: Dark Resurrection arrives on the PSP. New characters Lili and Dragunov join the classic cast such as Jin, Heihachi, Paul and Law in the battle to be crowned King of the Iron Fist Tournament. An all-new intro movie lets you dive into the midst of the world of TEKKEN, this time with ad-hoc multiplayer mode to fight against friends as well as more items to customize your favorite characters. The beauty of TEKKEN is re-created on the handheld console, delivering one of the most realistic graphics on a handheld platform. A variety of destructible objects pump up the action on 19 stages. Play as one of over 30 characters, including classics Jin, Heihachi, Paul, Law and more. New characters Lili and Dragunov join the classic cast with all-new fight styles and moves. Collecting victories to lead your character to become king rewards you with ending movies for each character. Use your fight money to customize your characters – with more than double the items seen in TEKKEN 5. Using Wi-Fi connectivity of the PSP platform, you can battle against your friends – take your customized, original character against theirs and let the battle unfold. Mini-games provide a little breather from heart-pumping fighting action for more fun against friends. [Namco]",88,8.6
948,Ridge Racer,2005-03-22,"(Also known as ""Ridge Racers"") Featuring the best loved race courses from arcade classic Rave Racer and the entire Ridge Racer series, 24 circuits of breakneck speed and exhilaration stand between you and racing glory. Beat the clock in Time Attack Mode or test your racing skills against up to 8 players in WiFi compatible Wireless Battle Mode. Features reworked and enhanced car design, complete with trademark Ridge Racer series drift handling. Drive in style and rise through the ranks to unlock hidden bonuses in World Tour Mode. Featuring 24 breathtaking courses, the most in any Ridge Racer game, including old favourites Seaside Route 765, Crimsonrock Pass and Greenpeak Highlands. [Namco]",88,8.1
1042,Tactics Ogre: Let Us Cling Together,2011-02-14,Warring clans struggle for supremacy over the Valerian Isles in this tactical role-playing game.,87,8.7
1016,Jeanne d'Arc,2007-08-21,"The Jeanne d'Arc story begins far in the past, when a great war was waged by mankind against demonic armies attempting to invade the human world. During that time, five brave heroes created armlets to restrain the demon gods. In a quest to turn back the rueful army, a young crusader named Jeanne is commanded by mysterious voices to use the power of the magical armlet to seal away the demon king and recover her homeland once and for all. Set among sprawling fields, battle-torn villages, and intricate dungeons, Jeanne d'Arc unfolds through more than 40 expansive and highly detailed environments, where players will engage in the pursuit of France's resurgence. Players control up to 14 characters throughout the journey, including humans and beasts, as they battle a variety of enemies in the quest to turn back the English domination. Jeanne d'Arc delivers a strategic, turn-based battle system where players engage in unique team attacks and defensive schemes, using multiple characters' skills in combination to create devastating strikes. Further adding to the depth of play, each character has access to one of eight weapon types that are also upgradeable as players' progress through the game. Additionally, players can customize their characters with more than 150 different skills and abilities throughout the game. [SCEA]",87,8.3
1053,Syphon Filter: Dark Mirror,2006-03-14,"Assume the role of Gabe Logan, a highly-trained Precision Strike Operative, commanding a black box United States Agency that legally doesn't exist. Gabe finds himself dealing with a beautiful woman from his past who harbors a shocking secret while he battles the Red Section, a para-military group in possession of Project Dark Mirror, a next-generation weapon of mass destruction. Using Precision Strike Tactics, advanced vision technology, and the latest in high-tech weaponry, Logan and his team perform surgical strike missions - too sensitive for a military response, too dangerous for civilian intelligence forces. Through the role of Gabe, players will have to be quick to strategize, as he is responsible to infiltrate, recon and execute decisively. Once inserted, Logan is his own authority - he must make life and death decisions, quickly choosing which course of action to take.",87,8.7
1103,Metal Gear Solid: Portable Ops,2006-12-05,"An all-new action game in Hideo Kojima's legendary Metal Gear Solid series, Metal Gear Solid: Portable Ops jumps into the stealth action genre on the PSP system with an original storyline that follows the events of ""Metal Gear Solid 3: Snake Eater"" and innovative online play that lets gamers recruit their own comrades to form a unique fighting force. Providing the missing pieces to the puzzle of the Metal Gear saga, players learn more about their favorite characters and how the events of later Metal Gear games were set into motion while experiencing breakthrough online play that lets gamers utilize all aspects of the PSP systems' infrastructure functionality. [Konami]",87,8.1
1175,Velocity,2012-05-01,"In 2212 the distant star Vilio exploded into a red giant, sending an electromagnetic pulse surging into our deep space mining ships, colony cruisers and Special Forces fighters, knocking out their primary power. Now the star is beginning to collapse into a black hole, pulling our stranded fleets to their doom! To make things worse, our warring neighbors have seen reward in our misfortune and have deployed scavengers to prey upon our people. Only one craft is capable of a rescue mission, the Quarp Jet - a spacecraft capable of teleportation. Take control of the world's first quantum teleport craft in this innovative shooter, using a range of teleport controls to outsmart enemies, solve action based puzzles and rescue helpless survivors from their deep space hideaways! You must hurry; the black hole isn't getting any smaller... [FuturLab]",87,7.6
1211,LittleBigPlanet,2009-11-17,"Step into LittleBigPlanet and discover a world of endless possibilities, where imagination is everything. Whatever you can see, you can enhance. And whatever you don’t see, you can invent. All you need is curiosity, creativity and a thirst for fun: LittleBigPlanet provides the rest! Set off with Sackboy to explore an incredible array of environments, where every object is ripe for investigation and interaction. Overcome all manner of bamboozling obstacles to gain the skills you need to build your own unique creations, then share them with the world. LittleBigPlanet brings the revolutionary PlayStation 3 hit to PSP in stunning style. Featuring the same iconic look and ground-breaking game design, with LittleBigPlanet for PSP, the power of play is in your hands. [SCEE]",87,7.8
1235,PixelJunk Monsters Deluxe,2009-09-30,"The addictive world of PixelJunk Monsters goes on the move with the arrival of PixelJunk Monsters Deluxe. Combining the popular PlayStation 3 original strategy title with its follow-up expansion pack, Encore, PixelJunk Monsters Deluxe boasts all the gameplay of its PS3 counterpart with fresh new content and added portability. Defend your forest brood against an onslaught of monsters by building towers which automatically fire on your enemies. Make sure your placement and strategy is sound, or your helpless children will find themselves as a quick snack for the nasty encroaching creatures. PixelJunk Monsters Deluxe features a new island with 11 stages, unique monsters and bosses, a Medal challenge mode, Medal room (with movie player, gallery and sound player) and more. [SCEE]",86,7.9
1262,Burnout Legends,2005-09-13,"Burnout Legends sets the bar for on-the-go automotive anarchy, combining the series’ trademark speed, destruction and depth with new PSP-only features, gameplay refinements and connectivity. Gamers can look forward to eight gameplay modes, including crash, road rage and pursuit, with white-knuckle multiplayer via WiFi, and a GameShare option allowing players to wirelessly share a demo level of the game with friends. [Electronic Arts]",86,8.6
1319,Patapon,2008-02-26,"For years the Patapon tribe has lived in the desolate frontier, driven from their home by the evil Zigoton army. Behind the Patapons' cute exterior, lies a fierce warrior spirit that can only be commanded by the beat of their God’s war drum. They wait for the day that the ""Almighty"" will return, to lead them against their enemies and bring them back to their homeland. Finally, their wait has come to an end as the drums of war are heard once again. Rhythm and Action Collide – Master up to six different drumbeats to command the Patapon troops to march, attack, defend, power up, retreat, and use magic. Combine the various chains of drumbeats to address each unique level, leading the Patapons to victory over the Zigoton enemy forces. Strategic Gaming – Patapon delivers a strong element of strategy by requiring players to properly customize and build up the Patapon army, arm each soldier with particular weapons and armor, and position them correctly for battle. Mission Variety – Take part in more than 30 specific missions including hunting, escort, and boss battles, and explore numerous vivid environments along the way. Players will discover and access more than 100 items and weapons throughout the adventure. Unique Art Style – French graphic artist Rolito, noted for his abstract art style seen in collectible toys, animation, and websites, lends his skills to create a variety of unique characters and environments, bringing the Patapon world to life. Mini-Games – Five music-based mini-games allow players to earn bonuses and upgrades to further customize the Patapon warriors. Music – Captivating and dramatic original music builds dynamically as players march and encounter enemy battles throughout each level. [SCEA]",86,8.7
1352,God of War: Ghost of Sparta,2010-11-02,"Set in the realm of Greek mythology, God of War: Ghost of Sparta is a single-player game that allows players to take on the powerful role of Spartan warrior Kratos. This new adventure picks up after God of War concludes, telling the story of Kratos' ascension to power as the God of War. In his quest to rid himself of the nightmares that haunt him, Kratos must embark on a journey that will reveal the origins of lost worlds, and finally answer long-awaited questions about his dark past. Armed with the deadly chained Blades of Chaos, he will have to overcome armies of mythological monsters, legions of undead soldiers, and amazingly dangerous and brutal landscapes throughout his merciless quest.",86,8.7
1440,Grand Theft Auto: Vice City Stories,2006-10-31,"Vice City, 1984. Opportunity abounds in a city emerging from the swamps, its growth fueled by the violent power struggle in a lucrative drugs trade. Construction is everywhere as a shining metropolis rises from foundations of crime and betrayal. As a soldier, Vic Vance always protected his dysfunctional family, his country, himself. One bad decision later and that job is about to get much harder. Kicked out onto the streets of a city between glamour and gluttony, Vic is faced with a stark choice - build an empire or be crushed. [Rockstar Games]",86,8.2
1588,Daxter,2006-03-14,"Daxter is centered around the world of the lovable orange ottsel made popular in the Jak and Daxter franchise. The story unfolds as Daxter searches for Jak, who was imprisoned during the events that led to the start of ""Jak II."" Daxter, now on his own in an unfamiliar place, quickly realizes that being small and furry won't help his chances of survival. To help stamp out a mysterious metalbug infestation, Daxter takes on a job as a pest exterminator, enabling him to explore parts of Haven City in an effort to collect the clues that will lead him to Jak. Daxter allows gamers to play from his perspective offering a distinctive set of moves with agile abilities that allows players to climb walls, creep up on enemies, fit in small places and maneuver vehicles. Taking a job as a pest exterminator, to fight an ongoing invasion of metal-bugs, Daxter comes equip with gadgets to rid the city of these metal nuisances. Get close up and personal by using your flimsy bug swatter to squash an army of attacking insects or your spray gun to hover around a variety of environments while picking up various upgrades. [SCEA]",85,8.6
1664,LocoRoco 2,2009-02-10,"The LocoRoco are in danger again, the evil Moja have returned and this time they've brought with them a terrible song that sucks the life out of living things! The LocoRoco must once again save their planet - this time by making lots of sweet music. LocoRoco 2 is easy to play, instantly addictive and guaranteed to make you feel all warm and fuzzy while you hum along to the soundtrack! Explore 25 new stages, including hidden challenges, and meet a colourful cast of new characters. Enhance your LocoRoco through music and song, learning new actions to overcome the Moja. Perform new actions such as climbing inside shells to destroy thorns, jumping from grass blade to grass blade and swimming underwater. Expand your fun with six new mini games, including an Ad-hoc four player game. [Sony]",85,8.5
1687,Syphon Filter: Logan's Shadow,2007-10-02,"We find Gabe Logan once again using a combination of stealth and ""run-and-gun"" gameplay as he is called into action when a dangerous new technology is hijacked by a criminal extremist group. In a story that takes him from the depths of the Indian Ocean to the deserts of the Middle East, Gabe is faced with the possibility that his long time partner, Lian Xing is a double agent. Logan's Shadow is complete with a variety of combat mechanics including the ability to force enemies into cover with ""blind-fire"", an advanced melee system that allows Gabe to use enemies as human shields, and 360 degree underwater combat. For the first time in the franchise ""interactive moments"" have been added for increased player interaction, such as airlifting debris and escaping wrist restraints. Returning to the franchise are buddy missions which have been enhanced with a variety of new objectives. [SCEA]",85,8.6
1915,Ratchet & Clank: Size Matters,2007-02-13,"While on a much needed vacation, Ratchet and Clank's rest and relaxation time is suddenly cut short as they soon find themselves lured into a mysterious quest. Following the trail of a kidnapped girl, Ratchet and Clank rediscover a forgotten race of genius inventors known as the Technomites. They soon uncover a plot more dangerous than they could have imagined. Featuring new and returning weapons and gadgets, including the Shocker, Agents of Doom and Shrink Ray, Ratchet & Clank: Size Matters packs all of the combat and destruction fans have come to expect from the series. Players can utilize the all-new customizable armor system themed for various gameplay to gain upgrades and advance through challenging action-packed areas. Gain access to different vehicles to compete in races and combat enemies in intense battlefield missions. With wireless multiplayer gaming, up to four players can connect for intense combat and head-to-head action. [SCEA]",85,8.1
1951,Virtua Tennis: World Tour,2005-10-07,"Virtua Tennis World Tour features three core gameplay modes: World Tour, in which players travel the globe using a custom-created character to win cash; Exhibition, where players can take control of a pro tennis all-star for one-off matches; and Tournament, which puts players in knockout sessions where only the best will see victory. Play up against the best in the world or play as a star and challenge fellow professional players, including Roger Federer, Andy Roddick, Maria Sharapova, Venus Williams, Lindsay Davenport and Tim Henman, among others. Four unique court surfaces to play on. Play around the world on hard court, clay, grass and carpet. Multiplayer Wi-Fi function: Competition with other PSP system owners for up to four players. Three different play modes: World Tour, Exhibition and Tournament. Create your own player: Accessorise your character with the virtual cash you win in tournaments. [Sega]",84,8.2
1976,Blast Off,2009-11-24,"[PSP Minis] Blast Off is an interstellar arcade game featuring gravity fields, lost astronauts and bizarre planetary systems. Use your rocket ship to rescue astronauts and carry them through the warpgate to safety. But be careful! The ever-present force of gravity can help you on your journey, but can also bring you crashing down. [Halfbrick]",84,7.6
2195,FIFA Soccer 09,2008-10-13,"Hundreds of new animation sequences and a new collision detection system with 360 degree coverage enable players to behave according to their physical attributes. Player speed, direction and strength now determine everything from the severity of the collision to the outcome of possession. Plus, contact occurs with shoulders, arms and legs. Stronger players possess the strength to knock down smaller players or use their body and arms to shield the ball in challenges. Changes to the animation system reward the skillful gamer during one-on-one situations between attackers and defenders. Tuned acceleration attributes enable swifter players to possess quicker first steps and gain advantage in sprints. Plus, four new skill moves -- scoop turns, rainbow flicks, heel-to-heel knocks and ball rolls – give you a total of 32 tricks in your arsenal to perform just like Ronaldinho. From the moment you step onto the pitch, FIFA 09 challenges you to think and react like a real football player through the popular feature innovation Be A Pro -- now expanded to multiple seasons and featuring the unique Be A Pro camera that tracks your player, re-creating the excitement and rush of racing in on goal. In Be A Pro: Seasons you choose a professional player and then develop his skills at a single outfield position. Complete individual challenges to develop your player attributes and win glory for the squad. Enjoy top football action at your own level of ability with new Smart Play controls. Passionate football fans new to gaming can play like a professional, controlling only the shooting and passing using a two-button control system and gradually mastering all of the controls as they become adept. With new smart play controls and an assist from the AI, gamers can learn at their own pace and still play entertaining matches with more advanced players. [Electronic Arts]",84,7.3
2222,X-Men Legends II: Rise of Apocalypse,2005-10-18,"X-Men Legends II: Rise of Apocalypse introduces the epic storyline of an uneasy alliance between the X-Men and the hated Brotherhood in a fight to reclaim Earth from Apocalypse's grasp. Gameplay enhancements include more than double the superpowers and customization capabilities, the debut of several new playable characters, over 100 diverse types of enemies, and a breathtaking range of exotic and real-world environments—from the Madri Temple to Egypt. [Activision]",84,8
2238,Half-Minute Hero,2009-10-13,"As the last wandering sage and final hope for humanity, it is up to the protagonist to somehow transcend time and death to unite these legends and their unique powers in one last battle against the ultimate evil lord. Fast-paced Action for Instant Gratification - A fresh new way to play games, clearing stages in 30-second intervals. Four Completely Different and Unique Game Play Modes - Four distinct storylines and modes that encompass an action RPG, a shooter, an escort mission, and a strategy game, keep the gameplay fresh and varied. [Xseed]",84,7.9
2335,Puzzle Quest: Challenge of the Warlords,2007-03-20,"Set in the Warlords universe, Puzzle Quest challenges gamers to create, develop and customize the ultimate hero to save the land of Etheria from the evil Lord Bane. In order to advance, players battle in turn-based, head-to-head ""match-three"" style puzzle games in one of three distinct gameplay modes: Single-player allows gamers to battle against the computer AI as they embark on over 150 challenging quests, Instant Action allows gamers to jump in and immediately play continuous battles to level-up characters without participating in quests, and Multiplayer allows gamers to battle live opponents via wireless connectivity. Victory will advance the player’s hero, magical arsenal, creature companions and more - ultimately rewarding gamers at nearly every turn and providing endless hours of replayablity. [D3Publisher of America]",84,7.8
2347,Space Invaders Extreme,2008-06-17,"New Look: The classic design of the original SPACE INVADERS, now with revamped graphics and new background movies that add to the game’s excitement. New Music: Get in the groove with up-beat techno tunes that are synched to gameplay. New Mini-Games: Experience varied gameplay with mini-games (Rounds) that are launched mid-game – they add to the fun, and are a good way to rack up points. New Twists: Discover exciting twists to the classic game that provide swift, fast-paced game play. New Multiplayer Element: Battle against a friend with the all-new multiplayer element, available on both platforms. [Taito]",84,7.1
2400,LocoRoco,2006-09-05,"LocoRoco is an innovative 2D platform/action game available exclusively for the PSP. Featuring unique controls utilizing the ""L"" and ""R"" shoulder buttons, players are tasked with controlling via ""tilting or bumping"" the landscape of the LocoRoco in order to help them navigate through the level and keep them out of harm's way. With more than 40 stages, players control and guide the LocoRoco through vibrant, thriving and lush worlds filled with slippery slopes, swing ropes , and more. Featuring six different types of LocoRoco that include their own voices and actions, players will be enchanted by captivating music that communicates the joyous world of these LocoRoco. In addition, LocoRoco features the rewarding LocoHouse, three mini-games , and wireless features. The peaceful world of the LocoRoco are under attack by the not-so-nice Moja Corps. These evil outer space creatures want nothing but to capture the blissful LocoRoco and take them from their land of blowing flowers, lively creatures and pastel scenery. As the planet where the LocoRoco inhabit, players must tilt, roll and bounce the LocoRoco to safety. [SCEA]",83,8.8
