index,name,release_date,summary,meta_score,user_review
3810,Castlevania Anniversary Collection,2019-05-16,"Classics that defined the Castlevania series. This KONAMI Castlevania Collection is designed to be a collection around the origins of the historic franchise. Included is a unique eBook that has details provided by developers, artists and other inspired by the Castlevania legacy. Released as part of the KONAMI 50th Anniversary celebration, now the best time to relive these timeless classics that helped define the platformer genre. Game List: Castlevania (1987/US, 1988/EU) Enter At Your Own Risk! If you think it's scary on the outside, wait till you see the basement. You're in for the longest night of your life. Ghosts, goblins, demons, wolves, bats creatures lurking around every corner. Better pick up a weapon or two, because when you finally meet the Count, you know he'll be going for the jugular. Castlevania Simon's Quest1988/US, 1990/EU) NES This title tells the tale of Simon's subsequent adventures following the events in Castlevania. Unlike the previous installment, this one was developed as an action RPG. It maintains the action elements of its predecessor but mainly focuses on exploration and puzzle solving within a far more expansive game world. Castlevania Dracula's Curse (1990/US, 1992/EU) NES Led by the immortal Count Dracula, the greatest army of evil ever assembled is poised to bury mankind in a tomb of terror. Destroying His legions will be the supreme challenge for the mightiest warrior. 100 years before Simon Belmont's birth, Dracula is young at heart and it will take more than a stake to penetrate his evil. Luckily, you command the role of Trevor - Simon's forefather and the original vampire slayer. Super Castlevania (1991/US, 1992/EU) SNES A century of Transylvanian tranquility is about to come to a shocking end. Once again the mortifying screams of helpless villagers shake the ground as they shrink from new horrors unleashed by the Duke of Darkness, Count Dracula. And this time he has a tombstone with your name on it, Simon Belmont. Castlevania The Adventure (1989/US, 1991/EU) GB This is the first title in the series to be released on the Game Boy handheld game console. The variety of power-ups available for the whip added depth to the strategy of the gameplay. Castlevania Belmont's Revenge (1991/US, 1992/EU) GB Fifteen years after vanquishing the evil Count Dracula, Christopher Belmont now faces a vampire swearing vengeance. Drac's back. And he's turned your son, Soleil Belmont, into a deadly demon to do his dirty deeds. To rescue him from the Count's clutches, you must first track him down through four creep packed castles. Castlevania Bloodlines (1994) GEN Unlike the medieval setting of the other titles, this installment takes place during World War I. It introduces new elements to the series, such as the ability to choose one of two characters when starting the game. Huge bosses with dynamic, multi-jointed limbs that move erratically are just one of the many examples of the cutting-edge effects the game had for the time. Kid Dracula (1990/Japan exclusive) NES With its laugh-inducing content and world full of gags, this spinoff is unlike anything else in the series. Players take control of Dracula's son (or so he says...), Kid Dracula, as he goes on a hilarious adventure filled with laughs that also satisfies as a full-fledged action game.",81,8.4
3860,Fast RMX,2017-03-03,"Jump into the driver's seat of your anti-gravity vehicle and put your skills to the test in high octane competitions. Play locally with three of your friends in splitscreen or online against 7 other players from all around the world. Drive through abandoned mines in the depths of the earth, to dense jungle areas, futuristic cities, crossing vast deserts and finally up into the stratosphere and beyond. Become a legend and master all courses on even the highest speed. [Nintendo]",81,7.9
4414,Fuser,2020-11-09,"Work your way from the basics of mixing all the way to expert level techniques as you perform shows across 6 larger than life stage venues, each with its own signature style.",80,7
4446,Blossom Tales: The Sleeping King,2017-12-21,Prove your worth by fighting through monster-infested dungeons to save the Kingdom of Blossom!,80,7.9
4502,Aaero: Complete Edition,2018-12-24,,80,8
4537,Armello,2018-09-27,"Armello is a swashbuckling adventure that combines RPG elements with the strategic play of card and board games, creating a personal, story-fuelled experience.",80,7.9
4802,The Ninja Saviors: Return of the Warriors,2019-10-15,"In TAITO’s latest arcade action title you’ll slip into the role of one of five android ninjas and brawl your way through waves of enemy hordes in a dystopian future. Over a total of eight levels, you’ll take on the tyrant Banglar and his henchmen either alone or - for the first time in the history of the series - with a friend. So settle into a night on the couch with your friends, and reminisce about the golden era of 90s co-op game evenings you know and love.",79,7.7
4908,Kingdom Hearts: Melody of Memory,2020-11-13,"Experience the music of kingdom hearts like never before. Melody of memory features 20+ characters, 140+ music tracks, and online vs multiplayer mode. Explore the music and memories from the kingdom hearts series! Play as familiar faces from the kingdom hearts series, including Disney guest characters who will appear to Lend you a hand. Enjoy a massive variety of music from both the kingdom hearts series and Disney, with a collection of over 140 songs. Dive into rhythm-action gameplay with memorable tunes in this musical journey.",79,7.9
5057,Joe Dever's Lone Wolf,2018-02-16,"Whether you are a veteran member of the Kai Order, or a new member of the pack, Joe Dever's Lone Wolf will engage you with an epic story, compelling combat, deep character customization and great replayability!",79,7.9
5341,Sega Ages: Puyo Puyo 2,2020-02-20,"The object of this head-to-head puzzle game is to clear your grid of falling patterns called puyos by forming chains of four or more same-colored puyos in a straight line or one of several geometric patterns. What makes this a challenging two-player contest is the fact that when you clear a chain of puyos from your grid, it drops a random piece of filler onto your opponent's grid. The more puyos you clear, the more you fill your opponent's grid, and if you can clutter up his grid enough to fill it to the top, you've won the game.",78,7.8
5427,Unbound: Worlds Apart,2021-07-28,"Explore beautiful, hand-crafted Metroidvanian worlds by conjuring different magic portals. Each portal gives you unique abilities to solve puzzles, outsmart abominable creatures, and unravel mysteries.",78,6.9
5442,Atelier Lulua: The Scion of Arland,2019-05-21,"Following the events of Atelier Totori and Atelier Meruru, comes an all-new story. The title is set in a world proceeding the story of Atelier Meruru. It depicts how characters and locations have changed over time. Set in a world both nostalgic and new, the curtain lifts on another adventure for the alchemists.",78,7.5
5470,TumbleSeed,2017-05-02,TumbleSeed is a roguelike about balancing a seed up a dangerous and ever-changing mountain. Avoid holes and defeat corrupted creatures in this dual-stick action adventure.,78,7.4
5669,Cosmic Star Heroine,2018-08-14,Why can't the galaxy just stay saved? 3 exotic planets to explore. Aliens. Robots. Magic. Forbidden technology. Conspiracies. A galactic threat. And one brave heroine to make things right. Cosmic Star Heroine is an exciting RPG from the creators of Cthulhu Saves the World.,78,7.4
5804,The Legend of Zelda: Breath of the Wild - The Master Trials,2017-06-30,"The Master Trials comes with a new Trial of the Sword challenge (previously referred to as the Cave of Trials) that begins with Link having no armor or weapons. There are 45 total rooms in Trial of the Sword, and if you beat them all, then the ""true power of the Master Sword will awaken and always be in its glowing powered-up state."" The expansion also adds Hard Mode, which increases the ""rank"" of enemies, making them more difficult to take down. Additionally, especially challenging enemies will show up in some places where they might not otherwise have. Additionally, enemies spot Link more easily in Hard mode. [GameSpot]",78,7.7
6224,Super Crush K.O.,2020-01-16,"Super Crush KO is a fast-paced brawler set in a vibrant, near-future city. Zip up your favorite neon jacket and combo your way through swarms of deadly robots to save your kidnapped kitten and, while you’re at it, save humanity from an AI apocalypse.",77,7.9
6276,20XX,2018-07-10,"20XX is a roguelike action platformer that you can play with a friend. Jump and shoot your way through ever-changing levels, collect awesome new powers, and battle mighty bosses in the name of saving the human race maybe. 20XX also features full co-op. Play with a friend on the couch or over the internet. 20XX supports 1-2 players locally or online.",77,7.7
6594,The World Ends with You: Final Remix,2018-10-12,"The highly stylised and critically acclaimed Nintendo DS game ""The World Ends With You"" is coming to Nintendo Switch. When the main character, Neku, suddenly encounters the mysterious girl Shiki, he gets caught up in a deadly game he'll be erased from existence if he can't complete a series of twisted tasks. Tear into each rhythmic battle using the game's traditional touch controls or Joy-Con controllers for a fresh style of combat! The action-RPG will also include a sizeable new scenario that gets right to the heart of the story.",77,7.2
6620,Tiny Metal: Full Metal Rumble,2019-07-11,"Accompany a charming cast of characters through 39 campaign maps, packed with risky battles, a twisting story of mystery and tragedy, and increasingly difficult objectives.",77,7.6
6660,New Super Lucky's Tale,2019-11-08,The adventure of a young fox who embarks on a journey through the unknown and becomes a hero.,76,7.8
6760,Wizard of Legend,2018-05-15,Wizard of Legend is a fast paced 2D dungeon crawler where you assume the role of a powerful wizard on his quest for fame and glory! Combine powerful spells and quick reflexes to become a Wizard of Legend!,76,7.7
6875,WarioWare: Get It Together!,2021-09-10,"Microgame mayhem comes to the Nintendo Switch™ system. Take on over 200 quick and quirky microgames—lightning-fast minigames filled with frantic fun—solo or with a friend! When his latest harebrained business scheme goes awry, Wario must use his signature style (and smell) to fix it. How? By playing a twisted collection microgames of course! From assembling a robot to pulling out a statue’s armpit hair, the WarioWare™: Get It Together! game is a comedic, cooperative microgame mashup. Find a friendly frenzy with a mountain of microgames Help out infamous game designer, Wario, after he gets sucked into his latest creation in Story Mode. Go it alone or with a friend in 2-player cooperative play—a first for the series! You can either play on the same system** or via local wireless***. Play as Wario and his colorful crew For the first time, YOU control Wario and friends inside their own chaotic games. Use their distinctly absurd abilities to take on a rush of microgames. Tip a turtle with the help of Wario’s dash or choose Ashley and hurl a spell at it. In WarioWare: Get It Together!, mix and match characters and microgames for maximum fun!",76,8.1
7029,Final Fantasy IX,2019-02-13,"The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series. This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics. The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",76,7.4
7122,One Piece: Pirate Warriors 3 - Deluxe Edition,2018-05-10,"More action, more characters, stronger enemies and an improved gameplay in the latest collaboration between TOEI ANIMATION, KOEI TECMO GAMES and BANDAI NAMCO Entertainment! Enjoy the original story of ONE PIECE from Fuschia village, where everything has started, to the kingdom of Dressrosa, a mysterious island dominated by the evil Donquixote Doflamingo. Will your resolution be strong enough to defeat the most dangerous foes, including Doflamingo, Hordy Jones, Ceasar Clown and many more? Gather every member of the Straw Hat Crew, like in the original story, sail to the most emblematic places and enter the most epic battles: Marineford, Fish-Man Island, Punk Hazard and Dressrosa!",76,8.2
7237,Wulverblade,2017-10-12,,76,7.5
7268,Langrisser I & II,2020-03-10,"Both Langrisser I & II have returned with their classic stories of good and evil now remade in beautiful high-definition visuals, reorchestrated music, and quality-of-life improvements to the gameplay and user experience.",76,7.5
7504,Sam & Max Save the World Remastered,2020-12-02,"Sam is a six-foot canine detective with a love of justice. Max is a hyperkinetic rabbity-thing with a taste for mayhem. Together, they’re the Freelance Police. And they’re about to save the world. In 2006, the comic book crime-fighting duo Sam & Max starred in the first full-fledged episodic game from Telltale, the studio that went on to make The Walking Dead and Batman: The Enemy Within. Now everyone’s favorite dog and rabbity-thing are back in Sam & Max Save the World Remastered, a new version of their first season of episodic games that has been lovingly updated by a small group of the original developers with the blessing of Sam & Max creator Steve Purcell. It’s just another day at the office for the self-proclaimed Freelance Police when the Commissioner calls in with a disturbing report: former child stars are running amok in the street! What starts as an open-and-shut case of idiotic vandalism balloons into an all-out conspiracy as Sam and Max encounter one miscreant after another who have been mysteriously hypnotized. (You can tell from the “spinny thing” they do with their eyes.) Who’s the source of this malfeasance, and what is their dastardly plan? Cracking this case will require Sam’s nose for detective work, Max’s lack of conscience, an assortment of inventory items, and a little help from neighbors Sybil Pandemik, Bosco, and Jimmy Two-Teeth. From Sam & Max’s street to the White House lawn, inside the internet, and all the way to the moon, this baffling mystery gets weirder and funnier as it unfolds. Return to the adventure game that was once called “gaming’s first sitcom” and is today known as “the remaster you didn’t know you were waiting for.” With enhanced graphics, Joy-Con™ and touch screen support, an original jazz score with five new tracks, and the same brain-tickling puzzles and offbeat humor that won it IGN’s Best Adventure GOTY award back in the day, Sam & Max Save the World Remastered is a modern classic that will be right at home in your Nintendo Switch™ library.",75,4.3
7603,Figment,2018-06-28,Figment is a whimsical-looking adventure game that is also a full-fledged musical.,75,7.5
7634,Cake Bash,2020-11-19,"Fight to be the tastiest cake! A party game for up to four players, complete with very unique hazards - bash your friends, dash away from danger and have a delicious time!",75,
7639,Death Come True,2020-06-24,"A new wave interactive movie game where your actions, and the ending of the story, are determined by your choices. A completely new science fiction mystery, in full-length live-action movie format, from genius creator of the ""Danganronpa"" series, Kazutaka Kodaka. Player controls are simple and straightforward: just swipe to look around and tap to make a selection. Even if you are a beginner, you can enjoy the game as if you were watching a movie. The protagonist acts as you make choices in each scene, moving the story forward. What ending awaits you after you've made your choices?",75,4.1
7863,No More Heroes III,2021-08-27,"Travis Touchdown returns to Santa Destroy after a ten-year absence. There he finds a huge artificial island metropolis floating in the sea, and a mysterious flying object hovering high above. What kind of crazy dangerous assassins will Travis face off against this time?!",75,8.5
8022,Aegis Defenders,2018-02-08,"Take on wild beasts, ruthless soldiers, and ancient gods in this 2D Action-Platformer inspired by Tower-Defense combat.",74,7
8164,Alder's Blood,2020-03-13,"Alder's Blood is a stealth, tactical turn-based game set in a grim world, where nature stood against humanity and repelled the civilization. Use a wide variety of weapons, stay in shadows and prepare deadly traps to survive in combat.",74,7.6
8211,Shadow Bug,2018-03-30,,74,6
8313,Aqua Kitty UDX,2018-02-15,,74,8.1
8453,Dice Legacy,2021-09-09,"Dice Legacy is a dice-based survival city builder set on a mysterious ringworld. Your ship has reached the shore of an uncharted continent. Roll and use your dice to gather resources, expand and defend your settlement, survive the winter and interact with the strange inhabitants of this eerie world.",74,
8554,Paladins: Champions of the Realm,2018-06-12,Paladins is a free-to-play game that combines a rich fantasy setting with the fast action of a team-based first-person shooter.,74,7.1
8720,Ikenfell,2020-10-08,"A turn based-tactical RPG about a group of troublesome magic students. Use timing mechanics to power your spells and block attacks, explore the twisted halls of a vast magic school, fight challenging monsters and bosses, find tons of hidden treasure, and uncover dark secrets never meant to be found.",73,7.2
8861,Dauntless,2019-12-10,"Discover a shattered world, forge powerful weapons, and hunt the ferocious behemoths threatening our survival.",73,5.2
8866,Black Bird,2018-10-18,"This is the tale of a young girl who dies one day on a street corner and is reborn as the ominous Black Bird. The bird is one of the great calamities, spoken of in the kingdom since ancient times.",73,7.5
8897,THOTH,2020-01-09,"From the creator of the award-winning '140' comes THOTH, an intense and challenging arcade shooter. Each stage will put your puzzle solving and finesse to the test, as the arena changes, surprising you with new mechanics to wrap your mind around.",73,
8952,Moero Crystal H,2020-09-17,"Assume the role of “Lucky Pervert” Zenox as he embarks on a mission to retrieve the Bra of Darkness from a mysterious thief who’s corrupting monster girls throughout the land. In this enhanced “Hyper” version of first-person dungeon RPG Moero Crystal, encounter and recruit more than 80 monster girls, including all previous DLC characters, in remastered HD presentation and subtitled in English for the first time! Free the monster girls from the darkness afflicting them and win their affection through “Loving Scratch” mode. This time, “Double Scratch” can even be performed with two monster girls simultaneously.",73,8.5
9042,AER: Memories of Old,2019-08-28,"AER puts you in the shoes of Auk, a magical shape-shifting girl who can transform between human and bird.",73,6.7
9116,Monster Prom: XXL,2020-05-21,"Be Your Worst Self There’s only 3 weeks left until prom and you haven’t got a date yet..and you’re a monster. But that’s okay ‘cause at your high-school everyone else is too! These are the stepping stones into the world of Monster Prom: XXL - the bundled up, content filled edition of Monster Prom, a one-to-four player competitive dating sim that will have you thinking: I never knew I was into that! Content Complete Monster Prom: XXL contains both the Second Term DLC, as well as all seasonal content released throughout the game’s lifespan. Check out brand new characters, new events, secret endings and countless other ways to explore the (after)life of a love-struck high school monster! Competitive dating sim Nothing makes the heart grow fonder than a little competition. Set your gaze on one of the sweethearts, but if you share your romantic tastes with your friends, be ready for some stiff competition.",73,
9135,Mulaka,2018-03-01,"Explore northern Mexico’s breathtaking landscapes with Mulaka, a 3D action-adventure game based on the rich indigenous culture of the Tarahumara.",73,7.3
9290,Ghostbusters: The Video Game Remastered,2019-10-04,"Strap on your proton pack once again and join the Ghostbusters on the adventure with the voice and likeness of the original crew as you battle to save New York. Authentic Ghostbusters Experience - The game features the voices and in-game likenesses of Bill Murray, Dan Aykroyd, Harold Ramis, and Ernie Hudson in an original story penned by the writers of the original films - Dan Aykroyd and Harold Ramis. Unique Gameplay - Experience unique ghost hunting, wrangling and trapping with upgradeable weapons in widely destructible environments. Test the team's mettle with large scale boss fights. Storyline Campaign - Play through a unique storyline as the player battles and captures ghosts - both well-loved and brand new - throughout New York.",73,6.7
9427,Baldur's Gate and Baldur's Gate II: Enhanced Editions,2019-10-15,"Includes the original Baldur’s Gate: Enhanced Edition and its sequel, Baldur’s Gate II: Enhanced Edition, with all DLC and restored quest content, as well as the Baldur’s Gate: Siege of Dragonspear expansion, featuring new original content developed by Beamdog to bridge the two games.",72,6.5
9644,When Ski Lifts Go Wrong,2019-01-23,,72,1
9875,Light Fall,2018-04-26,,72,7.2
10127,Story of Seasons: Pioneers of Olive Town,2021-03-23,"Inspired by tales of their grandfather's pioneering days, the protagonist decides to pack their bags and leave the hustle and bustle of big city life for the frontier in Olive Town. When they arrive, they run into Victor, the town's mayor and their grandfather's old friend. He brings them to the old farm, which has been reclaimed by nature over the years. Determined to breathe life back into their grandfather's dream and follow in his footsteps, the protagonist rolls up their sleeves and gets to work. Olive Townwhich is just a stone's throw away from the farmis a port town built on the tip of a peninsula. It might be a quiet little town, but it is home to a whole host of unique characters. And while the townsfolk get by well enough in this picturesque seaside locale, a little more tourism never hurt anyone... The long-awaited brand new entry in the original farm/life simulation franchise, known in Japan as Bokujo Monogatari, makes its debut on Nintendo Switch, bringing players more freedom than ever before to shape an untamed wilderness and customize their farm down to the very tile. A new cast of marriage candidates, a town that grows and thrives along with your farm, and a request system highlight the new features, all while retaining the core elements of the STORY OF SEASONS series. Finding Earth Sprites while exploring your farmland may lead you to mysterious, fantastical lands such as gardens where the seasons never change, an island in the sky, or even the inside of a volcano! KEY FEATURES -Cultivate Your Farm, Cultivate Your Town Tame the wilderness of the peninsula and build your farm from the ground up! Gather and process materials to fulfill requests and improve Olive Town's infrastructure, upgrade tools, or commission new outfits and accessories. -Simple Mechanics, Deep Gameplay Greenhorn farmers can rest easy with the return of Seedling Mode and Normal Mode. Veteran players ready to create a bustling farm of their own will find familiar features and facilities with new twists on classic gameplay elements. -A Farm of Endless Possibilities Clear the land, repair old facilities, and place new ones wherever you see fit. Level up your farming skills and craft a variety of decorations and facilities, from fences and automatic feeders for livestock to sprinklers for crops! -There's Always Something Going on in Olive Town! Participate in local festivals as the town comes to life with over 200 unique events! Get to know your neighbors better and you may even find love with a special someone among them.",71,7.4
10324,LEGO Jurassic World,2019-09-17,"Following the epic storylines of Jurassic Park, The Lost World: Jurassic Park and Jurassic Park III, as well as the highly anticipated Jurassic World, LEGO Jurassic World is the first videogame where players will be able to relive and experience all four Jurassic films.",71,7.1
10345,King of Fighters R-2,2020-08-07,Mix it up in COLOR with King Of Fighters R-2 now on NEOGEO Pocket Color! Get SKILLS in the MAKING Mode and create your very own custom-made character! You can also play two-player VS. MODE battles and trade SKILLS using the NEOGEO Pocket Link Cable! 14 characters to choose from including 2 new characters make King Of Fighters R-2 H-O-T!,71,
10667,BurgerTime Party!,2019-10-08,"A Feast for the senses - chock-full of carefully crafted stages with new hazards such as icy ladders, conveyor belts, and fiery floors, along with colorful characters inspired by old-school cartoons",70,6
10797,Fire Tonight,2021-08-12,A narrative puzzle game about two people trying to find their way back together in a city on fire.,70,
10884,Naruto Shippuden: Ultimate Ninja Storm Trilogy,2018-04-26,"This collection includes Naruto: Ultimate Ninja Storm, Naruto: Ultimate Ninja Storm 2 and Naruto: Ultimate Ninja Storm 3 Full Burst.",70,7.9
