index,name,release_date,summary,meta_score,user_review
15278,Samurai Warriors Chronicles,2011-03-27,Samurai Warriors Chronicles brings multiple branching storylines and a living 3D battlefield to the 3DS.,61,7.6
15850,Skylanders Giants,2012-10-21,Skylanders Giants is an all-new adventure for existing Skylanders toys that will also add 20 new characters--including eight giant ones--to the roster.,59,4.6
15929,Steel Diver,2011-03-27,Steel Diver is a submarine game that utilizes the 3-D functions of the 3DS.,58,6.3
15946,DualPenSports,2011-06-21,"DualPenSports is the only Nintendo 3DS title with dual-action stylus control, enabling handheld gamers a new way to compete in classic sports games.",58,3.5
16710,Elite: Dangerous - Odyssey,2021-03-29,"In the 34th century, across the vast expanse of an epic, full-scale recreation of our Milky Way, interstellar rivalries flare as galactic superpowers fight proxy wars. Start with a small starship and a handful of credits, and do whatever it takes to earn the skill, knowledge, wealth and power to stand among the ranks of the iconic Elite.",55,3.4
17149,Lord of Arcana,2011-01-25,Lord of Arcana has the player on a quest for the power of Arcana and live out the destiny of the one bound to it.,53,6.5
17189,Alpha Polaris: A Horror Adventure Game,2011-06-24,"In the midst of the snowfields of Greenland lies Alpha Polaris, an American oil research station. High above, the ion storm of the century is gathering, bringing about a strange intermixing of reality and night terrors. It is up to Rune Knudsen, a Norwegian biologist, to take on a desperate struggle against fear and death, and to face the primordial force lurking beyond the veiled sky.",52,4.5
17373,Table Manners,2020-02-14,"Swipe right for the brand new NON-VR crazy physics-based dating simulator, Table Manners! Tonight's the night, you've secured a date and you're off to the most glamorous restaurant you know, there's only one problem - you're a disembodied hand with a knack for catastrophe!",51,6.7
17580,Milanoir,2018-05-31,Hunt for the truth and escape the ones who are chasing you through an unforgiving city.,50,5
17631,One Piece: Unlimited Cruise SP 2,2012-07-27,,49,7.5
79,The Legend of Zelda: Ocarina of Time 3D,2011-06-19,"The Legend of Zelda: Ocarina of Time 3D takes the best-reviewed game of all time for a brand-new experience. Now in 3D all of the graphic textures and colors have been vastly improved, taking advantage of the considerable graphic power of the Nintendo 3DS system. This game tells the epic story of Hyrule and Link™, Zelda™, and Ganondorf in remarkable depth and gives context to the many tales of their struggles. As such, this title represents a perfect entry point for players new to the Zelda franchise. Phenomenally Improved Graphics Beyond even the incredible 3D effect, every graphic texture and character model has been lovingly built from the ground up to create the most dynamic and vivid vision of Zelda’s kingdom yet. This is Hyrule as you’ve always imagined it. Playing the Ocarina Link needs to play the eponymous Ocarina of Time many, many times over the course of the game. This involves a specific series of button presses to play one of the twelve songs in the game. In the original title, you would need to assign the ocarina to an item slot, then likely review the button prompts to your song, then play them from memory. The Nintendo 3DS version has the ocarina constantly available on the Touch Screen, and playing with the button prompts for each song right in front of you. Enhanced Game play While the greatest care has been taken to preserve the classic game play and story, a number of new features make this the definitive version of this extraordinary game.",94,9
239,Fire Emblem: Awakening,2013-02-04,"Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations and backgrounds. They can be joined by a character of your making, with a unique appearance crafted as you see fit.",92,9
467,Shovel Knight,2014-06-26,"Shovel Knight is a sweeping classic action adventure game with memorable characters and an 8-bit retro aesthetic created by Yacht Club Games. You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this valley with two goals: to defeat the evil Enchantress and save his lost beloved. He wields a ShovelBlade; a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly. However, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress at any cost.",90,8.3
490,Super Mario 3D Land,2011-11-13,"Get Ready for a New Spin on a Familiar Tail. Super Mario 3D Land reinvents everything fans love about Mario gaming with the first platforming environment in true 3D, without the need for special glasses. Players will experience a new sense of depth, distance and speed while running, jumping and stomping on enemies throughout the levels. Tanooki Mario returns: The fan-favorite Tanooki suit makes its first appearance on the Nintendo 3DS. Use the Tanooki suit’s tail to attack enemies or float gently down from great heights. These abilities help players move through the 3D environments with more confidence. 3D visuals make it easier for players to judge the depths and distances in their environments. Players can more accurately judge the jump to the next platform or how far Mario is from a question block. New and familiar abilities add unique game-play strategies to the adventure. Mario can perform a rolling somersault attack or run fast with a dash move. The Circle Pad gives players complete control to confidently move Mario through fun and challenging environments. New enemies include Goombas with tails, tall stacks of Goombas and a Piranha Plant that spits ink to obscure a player’s view. [Nintendo]",90,8.4
555,The Legend of Zelda: Majora's Mask 3D,2015-02-13,"The Skull Kid personifies the mischief and mystery of the Lost Woods, but a cursed mask has now morphed him into something exceedingly more terrifying. When he dupes Link into entering a land called Termina, the Hero of Time faces a pressing challenge in a strange, new land: stop the moon from ending the world in three days. Don't panic! You'll have some time-twisting tunes and magical masks to help you make it to tomorrow. [Nintendo]",89,8.9
636,3D Streets of Rage II,2015-07-23,"Original rumblers Axel and Blaze slam the asphalt with bigger, better, totally devastating attacks! Skull-crushing ex-wrestler Max Thunder joins up with earth-shattering body slams and spinning fist attacks. New thrasher Skate slices punks with high speed in-line skate attacks and spinning jump kicks. Go maniac with jaw-shattering, bone-busting punches, head-cracking jump kicks and secret weapons. Gangs of dirt bikers dive into you from every side. Smash 'em with a pipe as they speed by. 16 gigantic megs of compound fractures! All new moves, and more of 'em! Bust knuckles with a friend in an all-new 2-player head-to-head mode!",89,7.6
711,Colors! 3D,2012-04-05,Colors! 3D is a simple yet robust painting application that combines ease of use and powerful painting tools.,89,7.5
795,Zero Escape: Virtue's Last Reward,2012-10-23,"Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",88,8.7
850,Fire Emblem Fates: Special Edition,2016-02-19,"Fire Emblem Fates Special Edition Includes: All 3 Versions of Fire Emblem: Fates (Birthright, Conquest, Revelation*) on a Single Cartrige. *Allows purchasers to play Revelations three weeks prior to launch on eshop. It's the only way to get all Three Versions on a Single Cartridge. Also includes a Hardcover Art Book and Nintendo 3DS XL Carrying Pouch featuring Game Art. Two kingdoms are on the brink of war. Whose side will you choose? Torn between two families, you’re an heir of Hoshido, raised by Nohrian royals. If you walk the path of Conquest, you must fight to change your misguided kingdom from within. Command warriors with expert precision and forge deep relationships to master this turn-based strategy game.",88,8
954,Animal Crossing: New Leaf,2013-06-09,"There are no points or levels, just a myriad of sights and sounds, places and activities...all ready to explore. Spend your time passing new ordinances—or going fishing. Hang out at a coffee shop or visit a tropical island. It's up to you. Your game is what you make of it—and personalizing your world is part of the fun. Create cool patterns for clothing or furniture, build new structures in your town, design gardens and museum displays, and so much more. Time passes in the world of Animal Crossing just as it does in real life. Celebrate holidays and see the seasons change. Meet new visitors or get gifts from your neighbors.",88,8.7
1004,Pokemon X,2013-10-12,"Pokemon X and Y are the first mainline Pokemon games made for the 3DS and feature a mix of Pokemon old and new as well as a trio of new starting Pokemon - a watery toad Froakie, a fiery deer Fennekin, and a grass monster Chespin.",87,7.5
1033,Pokemon Sun,2016-11-18,"Using Pokemon Bank, you'll be able to transfer Pokemon you've caught in the Nintendo 3DS Virtual Console versions of Pokemon Red, Pokemon Blue, and Pokemon Yellow into your copy of Pokemon Sun or Pokemon Moon. Pokemon from Pokemon Omega Ruby, Pokemon Alpha Sapphire, Pokemon X, and Pokemon Y can also be brought into Pokemon Sun and Pokemon Moon in the same way.",87,7.6
1075,Pokemon Moon,2016-11-18,"Using Pokemon Bank, you'll be able to transfer Pokemon you've caught in the Nintendo 3DS Virtual Console versions of Pokemon Red, Pokemon Blue, and Pokemon Yellow into your copy of Pokemon Sun or Pokemon Moon. Pokemon from Pokemon Omega Ruby, Pokemon Alpha Sapphire, Pokemon X, and Pokemon Y can also be brought into Pokemon Sun and Pokemon Moon in the same way.",87,7.6
1098,Fire Emblem Fates: Conquest,2016-02-19,"Two kingdoms at war – the peace-loving Hoshido and the glory-seeking Nohr. It is up to the player to decide which side to fight for. As the prince/princess of Hoshido, who was raised by Nohr royal family, you will be torn between two families you love. Whichever path you take, you will face different types of challenges.",87,8.1
1104,3D Sonic the Hedgehog 2,2015-10-08,"Super Speed! Sonic's back and better than ever. He's a blur in blue! A blaze of action! With his new Super Spin Dash. And a new, fabulous friend, ""Tails"" the Fox. You won't believe it 'til you see it. And when you play, you won't stop. Super Play! Defy gravity in hair-raising loop-de-loops. Grab Power Sneakers and race like lightning through the mazes. All at break-neck speed! Super Power! Sonic's attitude is can-do. The mad scientist Dr. Robotnik is planning a world takeover. Sonic gets tough in the fight to save his friends and squash Robotnik for good!",87,8.3
1161,3D Out Run,2015-03-12,"The re-mastered version includes all of Out Run’s original content alongside two new songs, and runs at 60 frames per second which is twice the speed of the original game. 3D Out Run also features a built in Stage Select option that allows players to save and resume progress mid-game, has adjustable difficulty settings, and includes unlockable car customization options that allow you to equip parts to improve your car. Additionally, players are able to choose from a number of real-life arcade cabinets wherein everything from the appearance to the environmental sounds of the specific cabinet.",87,8.1
1334,Picross 3D: Round 2,2016-09-01,"A fresh new layer of paintand strategy! Chip away at a three-dimensional block puzzle to reveal the object hidden within. Only this time, blocks can be painted with two colors of paint to mold detailed shapes. Enjoy more than 300 puzzles at the Cafe or even tap compatible amiibo figures (sold separately) to solve 10 more puzzles hiding secret Nintendo characters! In the Cafe, the more puzzles you complete, the more that open up to play. Accomplish certain objectives, like getting a high ranking on 30 puzzles, and youll earn even more. You can choose between easy, medium, and hard difficulty levels for each one, but no matter the complexity, youll always be rewarded with the hidden object. Some sets of puzzles offer additional tasks, from Timed Challenges to One-Chance Challenges. With this many brainteasing activities, there are always new risks to take and hidden objects to find! -Solve over 300 3D Picross puzzles using two colors of paint -Complete a variety of objectives to unlock even more puzzles -Scan compatible amiibo figures to unlock additional Nintendo character puzzles -Every puzzle can be completed in three difficulty levels: easy, medium, and hard -Additional challenges include timed puzzles and one-chance puzzles",86,7.6
1373,Crashmo,2012-11-22,"Also known as ""Fallblox"" in the UK/EU. Players can embrace the laws of gravity and challenge themselves with a whole new kind of action-puzzle play in this exciting sequel to the critically acclaimed Pushmo. New gravity mechanics and gadgets like floating blocks, doors and move switches await, testing players' skills as they push, pull and slide each puzzle's colorful blocks in order to climb to the top. Just be careful where those blocks are moved-unsupported blocks will come crashing down. Crashmo contains lots of puzzles to test your brains, and enhanced puzzle-creation and -sharing features mean that even when all the puzzles are cleared, the fun never has to stop.",86,8.2
1477,SteamWorld Heist,2015-12-10,"A game featuring space adventures and strategic shoot-outs. Assume the role of Captain Piper and recruit a team of rag-tag robots to explore and scavenge the remains of a destroyed world. Board enemy spaceships and command your crew in a unique variety of turn-based combat, where the outcome is determined purely by your own skills.",86,8.1
1528,Xenoblade Chronicles 3D,2015-04-10,Join the battle for Bionis to repel the invasion of a terrifying mechanical army and uncover the secrets of a mystical sword called the Monado in Xenoblade.,86,8.8
1529,Fire Emblem Fates: Birthright,2016-02-19,"Two kingdoms at war – the peace-loving Hoshido and the glory-seeking Nohr. It is up to the player to decide which side to fight for. As the prince/princess of Hoshido, who was raised by Nohr royal family, you will be torn between two families you love. Whichever path you take, you will face different types of challenges.",86,8.1
1544,Monster Hunter Generations,2016-07-15,"Monster Hunter Generations is the most customizable Monster Hunter experience to date, and serves as a fitting tribute to the last decade of the series with a blend of brand new areas and monsters, and returning fan-favorites that have been updated and adapted to the newest generation of gameplay. Monster Hunter Generations introduces new gameplay mechanics including Styles and Hunter Arts that can further refine a very personalized playstyle. Mount monsters from mid-air using the Aerial style or make the most out of the advantageous Hunter Arts abilities with the Striker style. Hunter Arts are visually striking, indispensable combat skills and power-ups that hunters using any style or weapon can equip. Along the hunter's journey, players must defend each of the game's four villages from new major threats—the Fated Four. With hundreds of quests in store, there are tons of challenges to tackle in a solo adventure, and also via local or online play with up to three other hunters. [Nintendo]",85,8
1559,Metroid: Samus Returns,2017-09-15,"A classic Metroid adventure returns, rebuilt from the ground up. Brave the hostile terrain of an alien planet teeming with vicious life forms as legendary bounty hunter Samus Aran. Her mission? Terminate the Metroid menace in this masterful reimagining of her 1991 Game Boy adventure. Samus Arans arsenal has been enhanced with new moves and abilities that are sure to help her face the deadly surprises that await. This intense, side-scrolling action platformer is a great entry point into the Metroid franchise and perfect for returning fans as well, and its available only on the Nintendo 3DS family of systems. Features: * This intense, side-scrolling action platformer has been completely remade with engaging and immersive 3D visuals and a rich, atmospheric color palette. * Classic Metroid II: Return of Samus gameplay is joined by a wealth of new content, including a set of brand new abilities that utilizes a mysterious energy resource called Aeion, a powerful melee counterattack, and 360-degree Free Aim Mode. * There are plenty of secrets to findand if you uncover enough of them, you may even start to unravel the mystery of Planet SR388s past. * Two new amiibo figures*Samus Aran and Metroidwill be released as a set alongside the game. This game is also compatible with the Zero Suit Samus and Samus amiibo from the Super Smash Bros. series. Functionality details will be revealed at a later date. * While supplies last, fans will be able to purchase a special edition of the game, which includes a physical copy of the game, a sound-selection CD featuring 25 tracks from across the Metroid franchise, and a reversible title-sheet insert for the game case.",85,8.7
1561,Dragon Quest VIII: Journey of the Cursed King,2017-01-20,"Uncover the story of the Cursed King as you save the world from a twisted magician in this genre-defining role-playing game. Across the vast world you'll wage turn-based battles against more than 250 monsters designed by famed artist Akira Toriyama. As you level up, upgrade your warriors' skills to learn mighty attacks. Untold possibilities await. After setting off into the unknown, you'll find monsters roaming the field—these are no mere random encounters. There's a satisfying rhythm to traveling, fighting monsters, earning items, crafting something useful with them using an alchemy Pot, and returning to battle, stronger than ever. To some, it's pitch-perfect RPG gameplay, complete with additional content outside the main storyline. In the Monster Arena, you'll form and battle teams of monsters to climb the ranks. It's but one of many features that makes this RPG a classic among classics. [Nintendo.com]",85,8.6
1601,Super Street Fighter IV: 3D Edition,2011-03-27,"The latest version of Street Fighter makes its transition to the Nintendo 3DS with Super Street Fighter IV: 3D Edition. The console experience is now in the palm of your hand with new features that utilize the capabilities of the Nintendo 3DS to its fullest. Packed with 35 playable characters, bonus stages and cinematic Ultra combos, Super Street Fighter IV: 3D Edition expands the action by allowing you to fight your friends around the world using Wi-Fi. New to the franchise are the figurine mode, which utilizes the Street Pass feature to add a collectible meta-game, and the 3D over-the-shoulder camera option that takes fighting to new depths. For those new to the franchise, a simple mode has been added allowing players to pull off challenging moves with a single touch of the screen.",85,8
1619,Bravely Default,2014-02-07,[Available in the U.S. - Feb 2014] This new yet traditional offering from Square Enix captures the charm and elegant and simplicity of yesteryear's canonical RPGs. Become a Warrior of Light and journey to the land of Luxemdarc in this classic tale of personal growth and adventure.,85,8.4
1704,Super Smash Bros. for Nintendo 3DS,2014-10-03,"Return to a world of exciting battles with Super Smash Bros. as you fight your way through a host of fan-favorite opponents. Make your way through memorable stages inspired by the most notorious classic Nintendo games. Challenge a myriad of familiar faces to battle, including Mario, Link, Samus and Pikachu, or take on new contenders, such as Mega Man, Little Mac and Palutena, the Goddess of Light from the Kid Icarus games. Leap into battle as your own personalized Mii characters. Dive into a thrilling new mode, exclusive to the Nintendo 3DS, Smash Run. Fight solo through a battlefield of enemies, and snatch up their dropped powerups before the clock runs out — and the real battle begins. Customize your fighter for when you're playing locally or online. Experience all the stunning beauty of the Super Smash Bros. world rendered in immersive 3D. Challenge family and friends locally or online, or seek out new competition from around the globe in online For Fun or For Glory matches.",85,8.5
1772,Mario Kart 7,2011-12-04,"The latest installment of the Mario Kart franchise brings Mushroom Kingdom racing fun into 3D. For the first time, drivers explore new competitive kart possibilities such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new levels.",85,8.2
1904,Radiant Historia: Perfect Chronology,2018-02-13,"In the midst of an unending war for dominance between two super-powers, Special Intelligence Agent Stocke is assigned to a routine escort mission that goes horribly awry.",85,8.5
1972,Pokemon Ultra Sun,2017-11-17,"A new light shines on the Alola region. Take on the role of a Pokemon Trainer and uncover new tales, and unravel the mystery behind the two forms reminiscent of the Legendary Pokemon. With new story additions and features this earns Pokemon Ultra Sun and Pokemon Ultra Moon the name ""Ultra!"" Another adventure is about to begin. New Pokemon forms have been discovered in the Aloha region in Pokemon Ultra Sun and Pokemon Ultra Moon! These forms are reminiscent of the Legendary Pokemon Solgaleo, Lunala, and Necrozma, first revealed in Pokemon Sun and Pokemon Moon. Head out on an epic journey as you solve the mystery behind these fascinating Pokemon! In this expanded adventure, get ready to explore more of the Alola region, catch more amazing Pokemon, and battle more formidable foes in Pokemon Ultra Sun and Pokemon Ultra Moon!",84,7.8
2045,Shin Megami Tensei: Devil Survivor 2 Record Breaker,2015-05-05,"Your days are numbered. Your character in Shin Megami Tensei: Devil Survivor 2 Record Breaker is stuck in a world that has been invaded and is on the brink of non-existence. At the same time, you and your friends have gained the ability to summon demons via your cell phone, and with it, a power to fight against fate. The countdown begins; will you be able to save the future of mankind?",84,4.5
2100,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,2019-01-11,"Laugh your way through a story told from three perspectives. Search the Mushroom Kingdom for a cure as Bowser, explore his innards as the Mario Bros., and discover the untold story of Bowser Jr.’s Journey. Overcome the fury of Fawful, action-packed battles, puzzling tasks, and giant bosses in a classic action RPG—stuffed with new content! Mario and Luigi are stuck inside Bowser, forced to accomplish unusual tasks to assist their arch nemesis with hero stuff across the land. The scenes and dialogue that ensue will have you cackling like Fawful, even in battle! Time your button presses and keep up with the action: turn the system sideways, blow into the mic, or tap the touch screen. In an all-new mode, Bowser Jr. will cross paths with our unlikely allies as he recruits Ranged, Flying, and Melee troopers to fight for his cause. Strategically form teams and pit them against enemies to reign supreme in frenetic combat.",84,7.8
2182,Etrian Odyssey IV: Legends of the Titan,2013-02-26,"Etrian Odyssey IV: Legends of the Titan has players board their skyship and set out into the clouds in search of treasure, glory, and the answer to Tharsis' oldest mystery.",84,8.3
2228,Pokemon Ultra Moon,2017-11-17,"A new light shines on the Alola region. Take on the role of a Pokemon Trainer and uncover new tales, and unravel the mystery behind the two forms reminiscent of the Legendary Pokemon. With new story additions and features this earns Pokemon Ultra Sun and Pokemon Ultra Moon the name ""Ultra!"" Another adventure is about to begin. New Pokemon forms have been discovered in the Aloha region in Pokemon Ultra Sun and Pokemon Ultra Moon. These forms are reminiscent of the Legendary Pokemon Solgaleo, Lunala, and Necrozma, first revealed in Pokemon Sun and Pokemon Moon. Head out on an epic journey as you solve the mystery behind these Pokemon. In this expanded adventure, get ready to explore more of the Alola region, catch more amazing Pokemon, and battle more formidable foes in Pokemon Ultra Sun and Pokemon Ultra Moon!",84,7.6
2329,Shin Megami Tensei IV: Apocalypse,2016-09-20,"The story of Shin Megami Tensei IV: Apocalypse depicts the remnants of Tokyo, ravaged by a catastrophe. Demons and humans co-exist, but in this state, the remnants of humankind are just a prize being fought over by the higher deities. One lone Hunter, the game's protagonist, meets an early demise and through a pact with a lesser god, is brought back to life in exchange for his pledge of servitude. From there, the protagonist allies with other Hunters in the ruins of post-apocalyptic Tokyo beginning a plot that crosses over with the events of the original Shin Megami Tensei IV.",84,5.2
2409,Donkey Kong Country Returns 3D,2013-05-24,Donkey Kong Country Returns 3D is a portable 3D makeover of the smash-hit Wii game.,83,8.2
