index,name,release_date,summary,meta_score,user_review
1886,NBA 2K18,2017-09-15,"The highest rated* annual sports title of this console generation returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court. *According to 2008 - 2016 Metacritic.com",85,1.8
2048,Halo 5: Guardians,2015-10-27,"Peace has been devastated as colony worlds are unexpectedly attacked. What's more, when humanity's greatest hero goes missing, a new Spartan is assigned the task of hunting the Master Chief and solving a mystery that threatens the whole of the galaxy.",84,6.4
2120,The Banner Saga 2,2016-07-01,The award winning and BAFTA nominated saga continues in The Banner Saga 2. Continue your journey soon after the climactic events of The Banner Saga. The choices you made in the first game will affect who is alive and who is dead in this exciting sequel.,84,7.6
2580,SteamWorld Dig,2015-06-05,"The clock has stopped around the turn of the 19th century, and humankind has prematurely blown itself to bits. The remaining scraps are huddling in caves beneath the surface, and steam-powered robots have taken over the Wild West.",83,7.9
2895,Child of Light,2014-04-30,"Child of Light is a digital download, 2D side-scrolling role-playing game inspired by the art style of Studio Ghibli.",82,7.7
3130,Assassin's Creed Valhalla,2020-11-10,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]",82,7.2
3356,Dauntless,2019-05-21,"Discover a shattered world, forge powerful weapons, and hunt the ferocious behemoths threatening our survival.",82,4.7
3433,Kalimba,2014-12-17,Kalimba plays in solid 60 fps full HD. It feels both retro and new at the same time and its puzzle design and twitch gameplay present challenge for the experienced gamer.,81,7.4
3836,Neon Abyss,2020-07-14,"Neon Abyss is a frantic, roguelite action-platformer where you run ‘n’ gun your way into the Abyss. Featuring unlimited item synergies and a unique dungeon evolution system, each run diversifies the experience and every choice alters the ruleset.",81,6.7
3859,Valiant Hearts: The Great War,2014-06-25,"The story of crossed destinies and a broken love in a world torn apart. All of them will try to survive the horror of the trenches following their faithful canine companion. In Valiant Hearts: The Great War, the lives of all these characters are inextricably drawn together over the course of the game. Friendship, love, sacrifice, and tragedy befall each one as they help each other to retain their humanity against the horrors of war.",81,8.1
3910,PHOGS!,2020-12-03,"In PHOGS! you play as a duo of dogs on a captivating, puzzle-filled adventure. Linked by a stretchy belly, you’ll need to bark, bite and bounce your way through obstacles set across the themed worlds of Food, Sleep and Play, in co-op or single-player.",81,4.8
4181,Virginia,2016-09-22,Virginia is a single-player first-person thriller set in a small town with a secret. Experience a missing person’s investigation through the eyes of graduate FBI agent Anne Tarver.,80,5.7
4294,Wonder Boy: The Dragon's Trap,2017-04-18,"Featuring hand-drawn animations and a re-orchestrated soundtrack, the cult classic returns with a unique blend of exploration, action, and adventure. Play as the game’s classic character, Hu-Man, or as his brand-new, long-awaited co-star Hu-Girl and use their unique abilities to uncover the land’s deepest secrets. [Xbox.com]",80,7.7
4415,Valfaris,2019-11-15,"Set in the far reaches of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell. Brutal combat. Deadly enemies. Stunning pixel art. Savage soundtrack. Get ready to rip the galaxy a new wormhole.",80,7.9
4503,The Adventure Pals,2018-04-03,"Your birthday is ruined when your dad is dad-napped by a madman. Now you, your pet rock, and Sparkles the giraffe will have to fight your way through levels filled with platforming, bizarre enemies, and big bosses in the name of friendship and hotdogs to save the world.",80,7.2
4664,SMITE,2015-08-19,"Players choose from a selection of mythical gods, join session-based arena combat, and use custom powers and team tactics against other player-controlled gods and non-player controlled minions.",80,7.3
4767,A Way Out,2018-03-23,"The story of A Way Out begins in prison with two separate inmates, Leo and Vincent, who don’t know each other. While their individual stories progress, players have to build a relationship based on trust as they break both men out of prison into the world beyond. This co-op only experience is meant to be played together with a friend on a couch or online. A Way Out is a game uniquely tailored for two players to work together no matter the situation. Through a compelling narrative, Leo and Vincent will embark on an emotional adventure, where they live some memorable action moments that they face together including car chases, stealth passages, melee fights, shootouts and many more. [Electronic Arts]",79,7.8
5270,Mantis Burn Racing,2016-10-12,"Mantis Burn Racing is an arcade style top-down racer with stunning visuals, a comprehensive single-player career mode, and a deep, RPG-style upgrade system. [VooFoo Studios]",79,7.1
5911,Scott Pilgrim vs. the World: The Game - Complete Edition,2021-01-14,"Play as Scott Pilgrim, Ramona Flowers, Stephen Stills, Knives Chau, and more. Level up your characters and unique abilities as you fight your way through waves tough enemies. Team up with 3 of your friends locally or online, combine your skills in battle or compete with them in awesome mini-games to see who ends up on top! Can you defeat Ramona's League of Evil Exes as you try to win her heart? Epic battles with Lucas Lee, Gideon Graves, and more await Scott Pilgrim and his friends. Zombie hordes? Dodgeball? Battle Royale? Just a few of the things you'll find playing through this Complete Edition. Compete in sub-space mini-games, experience a killer soundtrack, and much more as you re-live the beloved story of Scott Pilgrim vs. the World.",78,7.4
6178,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,2017-02-03,"Road to Boruto brings the combat and anime-quality graphics from Ultimate Ninja Storm 4 with an all-new adventure featuring Boruto Uzumaki. Road to Boruto also includes new characters from the hit anime series for online and offline play. Requires the full version of Naruto Shippuden: Ultimate Ninja Storm 4, sold separately. [Xbox.com]",77,7.8
6239,#IDARB,2015-01-30,"#IDARB started as a picture of red box. Then more happened. It's a constantly-evolving, crowd-sourced, minimalist game mechanic sketchbook.",77,6.9
6264,OMNO,2021-07-29,"A single-player journey of discovery through an ancient world of wonders, created by solo developer Jonas Manke.",77,7.7
6522,Broken Sword 5: The Serpent's Curse,2015-09-04,"Paris in the spring. Shots ring out from a gallery… A robbery… a murder… and the beginning of another epic, original Broken Sword adventure. From Revolution Software comes the latest explosive episode in this classic series.",77,7.2
6805,Deliver Us The Moon,2020-04-23,"Deliver Us The Moon is a Sci-Fi thriller set in an apocalyptic near future, where Earth's natural resources are depleted. A lone astronaut is sent to the moon on a critical mission to save humanity from extinction.",76,7.3
7111,Game of Thrones: Episode Two - The Lost Lords,2015-02-04,The Lost Lords is the second of six installments in the Game of Thrones: A Telltale Games Series.,76,7.4
7210,Rad,2019-08-20,"RAD is a 3D action rogue-like set in a post-post-apocalyptic world, where humanity has faced armageddon not once, but twice.",76,6.5
7308,Unit 4,2017-05-24,"Perform impossible tricks, play with your friends and get ready to save the universe. Play as an elite squad of agents with amazing skills in this 4-player cooperative, fast-paced action game where you’ll face off with huge bosses and evils aliens.",76,7
7332,Unravel,2016-02-09,Yarny's mission is to mend broken bonds and the yarn represents the love and connection between people. The player will use Yarny's thread to do things such as swinging across gaps or rappelling down trees. Te game will also challenge gamers to use the thread in clever and creative ways. [Electronic Arts],75,8.1
7501,Hitman - Intro Pack,2016-03-11,"With the Intro Pack, you'll get an introduction to the world of HITMAN, with the Prologue and Paris episode. You'll get full access to Contracts Mode, Escalation Mode, elusive targets and all other live content.",75,4.4
7656,Batman: The Telltale Series - Episode 4: Guardian of Gotham,2016-11-22,"Enter the fractured psyche of Bruce Wayne and discover the powerful and far-reaching consequences of your choices as the Dark Knight. The fate of Bruce Wayne, his dark persona, Batman, and Gotham hang in the balance.",75,5.4
7867,NBA Live 19,2018-09-07,"Create your own player and rise to legend status in THE ONE. Play on different courts across the world, Build Your Squad, and challenge others for global dominance in THE LEAGUE and on THE STREETS. With new ways to develop your player and play the game, experience the most authentic feel NBA LIVE has ever had.",75,6.4
8059,Resident Evil: Revelations 2 - Episode 2: Contemplation,2015-03-04,"Episode 2 picks off on the island where the events of ""Penal Colony"" left off.",74,7.4
8133,Grim Legends: The Forsaken Bride,2016-06-10,"Enter an enchanting world of legends and magic, where your destiny was written in blood and whispers of true love.",74,
8142,Dance Central Spotlight,2014-09-02,Dance Central Spotlight is a rhythm-and-dance simulation game in which players perform dance steps by following the movements of on-screen characters.,74,6.8
8317,Super Cloudbuilt,2017-07-28,,74,7.1
8530,Beholder: Complete Edition,2018-01-19,"Seize control of your destiny in a grim dystopian world over which the State has absolute authority. Privacy is dead in this forbidding new age but you still have to make a living. As the manager of a government-run apartment building, you must keep your residents comfortable and well-fed while fulfilling the directives of your superiors, who insist on knowing everything that's going on between your dilapidated walls.",74,
8612,Sonic Colors: Ultimate,2021-09-07,The evil Dr. Eggman has built an interstellar amusement park – but he’s powering it with a captured alien race called “Wisps.” Use Sonic’s speed to free the Wisps and gain their amazing powers as you explore six colorful unique worlds.,74,4.6
8733,Project Spark,2014-03-04,"Project Spark gives players the power to build, play, and share their very own games and worlds on the Xbox One.",73,6.9
8912,Human: Fall Flat,2017-05-12,"Human:Fall Flat is a quirky, open-ended physics-based puzzle and exploration game set in floating dreamscapes. Your goal is to escape these surreal dreams by solving puzzles with nothing but your wits and physics.",73,6.8
9052,They Are Billions,2019-07-01,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?,73,6.4
9104,Pure Farming 2018,2018-03-13,"Go global and expand your farm across four continents. Use the latest technology and state-of-the-art licensed machines to manage all aspects of modern farming, from cultivating land and growing crops to breeding livestock and producing green energy. Travel between Europe, Asia, and both Americas to plant region-specific crops such as hemp, coffee beans, cherries, and olives using dedicated farming vehicles. Play the way you like best: three vastly different modes means this game is meant for you, no matter if you are a simulation veteran or an enthusiastic newcomer.",73,7
9136,Yooka-Laylee,2017-04-11,"Yooka-Laylee is an all-new 3D platformer from the creative talent behind the Banjo-Kazooie and Donkey Kong Country games. Our new heroes, Yooka (the green bloke with no pants) and Laylee (the wisecracking lady-bat with the big nose) were conceptualised from the ground up for stellar platforming gameplay, created by the same character artist behind the rebooted Donkey Kong family and legendary N64 heroes Banjo and Kazooie. Using an arsenal of special moves like Yookas tongue grapple and Laylees tactical sonar blast, players will explore and expand gorgeous 3D worlds drawn up by esteemed environment artist Steven Hurst (Banjo-Kazooie series, Viva Pinata) and through skill discover the plethora of delicious collectibles hidden within. FEATURES: * Heroes Built for Fun: Our new buddy-duo were dreamed up specifically for entertaining platforming gameplay and exceptional colour coordination. We think we've captured the spirit of our past heroes while introducing our most inventive moves yet. * An Arsenal of Abilities: Sonar blasting, tongue whipping, sky soaring a move roster built for platforming fun and unlocked with added freedom. Additionally, there may or may not be a move involving a giant fart bubble. * A Dream Soundtrack: David Wise (Donkey Kong Country) and Grant Kirkhope (Banjo-Kazooie) combine in what's sure to be a melodic masterpiece! Seriously, clean out your ears - they're in for a treat. * Collect-em-up 2.0: A roster of shiny collectibles with gameplay progression at their core (as well as other, more valuable materials). Every collectible type in our new game will expand gameplay in a meaningful way. Yes, we employ the man responsible for DK64's myriad of trinkets, but we've had a stern word. Our main collectible, Pagies, are used to unlock and expand new worlds in Yooka-Laylee. * Expandable Worlds: Experience more of the playgrounds you love by spending collectibles to expand your favourites into bigger, more challenging worlds. * A Cast to Last: A huge cast of memorable characters to meet (or beat) brought to life by the art and audio teams behind Banjo-Kazooie and destined to endure in future games as part of Playtonic Universe. Expect all manner of grunts, squeaks and squawks. * Introducing Play Tonics: Discover these unique gameplay modifiers and use them to customise gameplay to suit your style. Will you run faster, hit harder or fly further? Also, are they named after our studio or vice versa? We'll never know. * Arcade machines: Each world hides at least one secret arcade game encasing old-school gaming goodness. Complete its retro-tastic challenge to claim your Pagie!",73,5.5
9649,BUTCHER,2017-05-10,,72,6.5
10170,"Warhammer 40,000: Inquisitor - Martyr",2018-07-05,"Enter the Chaos-infested Caligari Sector and purge the unclean with the most powerful agents of the Imperium of Man. Warhammer 40,000: Inquisitor Martyr is a grim Action-RPG featuring multiple classes of the Inquisition who will carry out the will of the Emperor even in the darkest reaches of the Imperium! THE NEXT MILESTONE IN THE EVOLUTION OF ARPGS The first Action-RPG set in the grim future of the 41st Millennium takes the genre to its next level: an open-world sandbox game with a persistent universe with a huge variety of missions, tactical, brutal combat encounters in destructible environments and a storyline influenced by the community of players. Use the cover system for tactical advantage, shoot off limbs and perform executions in epic boss battles and become a Protector of any solar systems with your glorious actions! INQUISITORS: SECRET AGENTS AND SPECIALISTS Forge your own playstyle with different character classes and specializations: hold your ground with the Crusader Inquisitor while enemies close in on you, bring in your finesse and cunning with the Death Cult Assassin background, or use the unspeakable powers of the Warp with the Primaris Psyker background. Choose from three specializations for each classes that fit your playstyle. TRAVERSE A WHOLE GALACTIC SECTOR Explore the Star Map of the vast Caligari Sector, travel in different subsectors and explore an immense amount of solar systems, visit a growing number of unique points of interests: investigate on different planets with distinctive terrain conditions, fight your way through corridors of infested Void Stations, abandoned Star Forts and other diverse environments! FIGHT THE CORRUPTION TOGETHER You can go solo as a lonely Inquisitor, but you can also assemble a team of your friends! Play missions in co-operative mode with up to 4 team members, blast away your foes together claiming great rewards, and form Cabals to gather your close allies! Inquisitorial Cabals are groups of Inquisitors working together. Cabals can progress just like characters do, and being a member can often grant special missions. The Inquisition has a lot of different factions with different agendas, and Cabals sometimes clash with each other in the shadows. IMPROVE YOUR WEAPONS, CRAFT MISSIONS AND TWEAK YOUR SKILLS Looking for a specific loot or reward? Use Uther's Tarot to set the conditions of your next mission, collect Blueprints and use Crafting to improve your equipment, and use the Inoculator to fine-tune your different skills. Choose your loadout to your advantage for each mission! A LIVING, EXPANDING WORLD Warhammer 40,000: Inquisitor Martyr is an ever-growing, long-lasting experience. Expansions and regular free updates will introduce new enemy factions, new terrain settings, new missions and mission types, new story-driven investigations and new gameplay features. Seasons are big, free updates that will introduce longer story arcs in which players can shape the persistent world of the Caligari sector with their actions. Daily Quests, Tiers and Power Levels ensure new challenges there's always something new to explore or to collect!",71,5.7
10224,Unbox: Newbie's Adventure,2017-07-26,"Unbox is a 90s style 3D platformer about the ultimate postal service, self-delivering cardboard boxes! Unbox has giant worlds full of challenges, collectibles and boxy boss battles!",71,
10334,Devil May Cry HD Collection,2018-03-13,"Devil May Cry HD Collection brings the first three original Devil May Cry titles; Devil May Cry, Devil May Cry 2, and Devil May Cry 3: Dante's Awakening Special Edition together in one high definition package for the first time.",71,8.4
10507,The Inner Friend,2020-04-28,Descend into an eerie world made of scattered memories and unresolved traumas and explore a nightmarish landscape where you will come face to face with childhood fears and nightmares.,71,
10545,Chronos: Before the Ashes,2020-12-01,"An Adventure RPG with a refreshing combination of adventure game elements and RPG mechanics. Deep combat - a variety of weapons, abilities and powers are available to the player in the pursuit of their quest. Unique aging mechanic - Every time the player dies they age One year. Players must adapt to their advancing age as they progress their character; starting the game young, nimble and quick, and ending wise and more attuned to magic.",71,4.7
10560,Twelve Minutes,2021-08-19,"You are doomed to live the same TWELVE MINUTES inside your apartment, unless you use your knowledge of what is going to happen, to change the outcome, and break the loop.",71,4.2
10799,Demon's Crystals,2017-05-12,,70,
11141,Tricky Towers,2017-09-15,"With your brilliant robe and magic powers, it's time to build some Tricky Towers! Tricky Towers is a multiplayer physics-based tower building game. In a game of Tricky Towers you stack your bricks to create a stable tower and try to topple those of your opponents. To spice it up you can cast magic to support your structure and fend off the dark spells of your rivals in this frantic physics party game. Tricky Towers offers local and online multiplayer with up to 4 players in Race, Survival and Puzzle mode. It also features 50 single player trials for players to test their skills or practice for online play. With spells flying everywhere and bricks tumbling down, Tricky Towers makes for a chaotically good time!",70,
11217,ToeJam & Earl: Back in the Groove,2019-03-01,"The iconic ‘90s duo is back in the groove with all-new presents to help them navigate this wack planet ”Earth” and retrieve all the lost pieces to the Rapmaster Rocket. Team up for co-op play to discover secret locations, hidden presents and new friends.",70,5.7
11263,Breathedge,2021-04-06,"Breathedge is an ironic outer space survival adventure game. Take on the role of a simple guy called the Man who is just carrying his grandpa's ashes to a galactic funeral and suddenly finds himself in the middle of a universal conspiracy. A massive space hearse suffers a wreck in the deep space, leaving the area filled with debris, coffins, dead passengers and yourself. Survive in this interstellar dump, uncover a global conspiracy, save the princess and don't break your fingers while tapping the keyboard as you travel around the world (keeping your display on for full immersion is advised). It took a long time for our ancestors to develop because they had no electrical tape. You have it and you know how to use it. With this magical artifact, you can create a vast variety of useless objects and throw them out of the airlock! There are also many useful items to be created, but be careful as this may result in completing the game. When all your neighbors just hover around in vacuum doing nothing but playing dead, various tools and gears will help you become the worst noisy neighbor ever. Create a unique space station, provide it with oxygen and electricity, install all kinds of equipment from solar panels to a hamster farm, and turn it into a real bachelor pad by stuffing it with furniture mixed with all kinds of junk. Yes, you heard that right, it's your own private car horn! Besides that, you can assemble a small rocket, ride the dead or build a large space shuttle. Transportation helps you move faster, evade obstacles and see the death screen after a head-on collision. Surviving in space is fun, and surviving with a story is even more fun because you can just skip it all to annoy the scriptwriters! Breathedge offers you an intriguing plot with lots of dark jokes, cynical dialogues, an immortal chicken, a mad enemy, as well as badly animated cutscenes and other features that make an excellent game an excellent game.",69,3.5
11300,Tracks: The Train Set Game,2019-11-14,"Create colorful railway systems, decorate beautiful towns, and even ride in your train.",69,5.5
11380,The Sun and Moon,2017-01-27,"The Sun and Moon, the winner of Ludum Dare 29, is a platformer with a unique mechanic: you can dive into the ground. Momentum is conserved but gravity is reversed, letting you fling yourself high into the air or deep beneath the surface.",69,
11412,The Long Reach,2018-07-18,"The Long Reach is set in New Hampshire, in the fictional town of Baervox. The game draws its inspiration from Lone Survivor and The Cave and all the classical adventures (except that The Long Reach is set in the present day).",69,
11576,Dead or Alive 5 Last Round,2015-02-17,"2 new playable characters join the fray to make 34 fighters - the largest roster in franchise history. Master the signature DOA fighting system through the textured story and tutorial modes, unlock more costumes than ever before in each of the offline training modes, and compete with the best fighters in the world in the online training modes. Fight as ninjas, assassins, roughnecks & wrestlers as you knock your opponents off an exotic waterfall, into an exploding oil rig and more.",69,6.9
11669,Shift Happens,2017-02-22,,69,
11716,Darksiders III,2018-11-27,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins. The most unpredictable and enigmatic of the Four Horsemen, FURY must succeed where many have failed - to bring balance to the forces that now ravage Earth. Darksiders III is the long-anticipated, third chapter in the critically-acclaimed Darksiders franchise.",69,7
11823,Hellpoint,2020-07-30,"Hellpoint is an intense action RPG taking place on Irid Novo, a derelict space station soaked in an intoxicating dark sci fi atmosphere. Fight dreadful creatures, face the Cosmic Gods and unravel their twisted story. Should the challenge be too great, play with a friend in local or online coop.",68,5.7
12066,NASCAR Heat 3,2018-09-07,"Jump into the enhanced Career Mode, build your own race team and compete in the Xtreme Dirt Tour. Prove that you are the best in the world in the new Online Tournaments feature. Plus, all your favorite modes are back.",68,7.3
12273,Daymare: 1998,2020-04-28,"Daymare: 1998 is a third person survival horror game with over the shoulder camera, developed in Unreal Engine 4 for Windows PC. The game features high-end graphics, original soundtrack, immersive atmosphere, hardcore survival mechanics and many connections with the beloved old school survival horror games and '90s landmark brands.",68,7.3
12341,The Complex,2020-03-31,"The Complex is an interactive sci-fi thriller movie from the publishers of Late Shift and The Bunker. After a major bio-weapon attack on London, two scientists find themselves in a locked-down laboratory with time, and air, running out. Your actions and your relationship with other characters will lead you to one of eight suspenseful endings.",68,6.8
12372,Raiders of the Broken Planet,2017-09-22,"This new game is a multiplayer 4 vs 1 asymmetrical third person shooter that features a distinctive blend of shooting, brawling and thinking man’s strategy. We think this game is a mouth-watering proposition to gamers looking for an immersive, cinematic story coupled with intense and epic online action.",67,5.8
12422,Gravel,2018-02-27,"Destroy obstacles, take shortcuts, and forget any rules until the end to win.",67,7
12587,Transference,2018-09-18,"Transference is a psychological thriller and the first game collaboration between SpectreVision and Ubisoft. Bridging the gap between movies and games, we invite you to lose yourself in the destructive tale of a man's obsession as you explore his digitally recreated memories. Experience the limits of techno-psychology, and escape a maze-like puzzle concealing a corrupted truth. Get projected into the digital consciousness of troubled case subjects and maybe you will influence their fate.",67,5
12962,Cobalt,2016-02-02,Colbalt is a wacky action platformer from indie developer Mojang.,66,7.3
