index,name,release_date,summary,meta_score,user_review
2140,Need for Speed: Most Wanted - A Criterion Game,2012-10-30,"To be the Most Wanted, you must outrun the police, outdrive your friends, and outsmart your rivals. With a ravenous police force gunning to take you down, you will have to make split-second decisions. Use the open world to your advantage to find hiding places, hit jumps and earn new vehicles to keep you a step ahead. Your friends are at the heart of your experience. In an open world with no menus or lobbies, you will be able to instantly challenge your friends and prove your driving skill in a variety of seamless multiplayer events. Your rivals will do everything they can to stop you from getting to the top. In this world, there can only be one Most Wanted.",84,5.6
2205,Pinball FX 2: Marvel Pinball - Vengeance and Virtue,2011-12-13,Vengeance and Virtue contains four new tables for Marvel Pinball.,84,
2279,Ultra Street Fighter IV,2014-06-03,"The series evolves to a whole new level with Ultra Street Fighter IV for PlayStation 3, Xbox 360, and PC. Continuing the tradition of excellence the series is known for, five new characters and six new stages have been added for even more fighting mayhem, with rebalanced gameplay and original modes topping off this offering.",84,6.9
2872,Dance Central,2010-11-04,Dance Central uses the Xbox 360's motion-sensing accessory Kinect to guide you through a variety of dance moves and pop songs.,82,8
2975,Shift 2: Unleashed,2011-03-29,Shift 2 Unleashed combines violence and excitement in this racing experience.,82,6.5
3188,Fallout 3: Broken Steel,2009-05-05,"(Downloadable Content) Continue your existing Fallout 3 game and finish the fight against the Enclave remnants alongside Liberty Prime. Broken Steel moves the level cap for your character from 20 to 30, allowing you to experience even more of the game, including new perks and achievements. Story: You may have dealt the Enclave a serious blow at Project Purity, but their forces are still out there, and still pose a grave threat to the people and security of the Capital Wasteland. In Broken Steel, you'll continue your current Fallout 3 character past the events of Project Purity, and work with the Brotherhood of Steel to eradicate the Enclave threat once and for all. Travel to new locations like the Olney Powerworks, wield destructive new weapons like the Tesla Cannon, and fight powerful new creatures like the Super Mutant Overlord. [Bethesda Softworks]",82,8.3
3326,The Walking Dead: Episode 4 - Around Every Corner,2012-10-10,The fourth installment in the zombie chronicle.,82,8.3
4176,From Dust,2011-07-27,From Dust is a Modern God Game where Nature is the Star.,80,7.6
4879,Orcs Must Die!,2011-10-05,"With a wide variety of traps and weapons to choose from, Orcs Must Die! dares players to find the best ways to hack, launch, flatten, gibletize, and incinerate an endless army of filthy orcs and their vile allies. Orcs Must Die! features a vibrant look, addictive gameplay, and a blatant disregard for the welfare of orcs.",79,8.1
4962,Ultimate Marvel vs. Capcom 3,2011-11-15,Ultimate Marvel vs. Capcom 3 adds 12 new characters to the roster as well as adding a Spectator mode for fans to watch players fight.,79,6.6
5095,Dragon Age II,2011-03-08,EA announced that a new installment in the Dragon Age series will arrive in the first quarter of 2011.,79,4.6
5114,Anomaly: Warzone Earth,2012-04-06,"Blending fast-paced, explosive action with tactical battlefield command, Anomaly puts players in charge of a military convoy tasked with fighting back against the mysterious alien war machines that have begun to spring up in many of the world's largest cities. Players take part in battles personally to support and assist a hand-picked armor squad, utilizing their top-down tactical view to plot each and every turn of the convoy. As they progress through the story campaign and challenge modes, players will unlock upgrades and new units to build their ultimate destruction squad.",79,6.1
5423,WWE '13,2012-10-30,"WWE '13 features the franchise's Creation Suite, enabling players to develop and customize Superstars, entrances, arenas, finishing moves, storylines, highlight reels and more, as well as share and download creations with others from around the world. Furthermore, they compete with an array of WWE Superstars and Attitude Era luminaries from a large roster, including cover Superstar CM Punk, Stone Cold Steve Austin, Sheamus, Undertaker, Mankind, Chris Jericho, Big Show and Mark Henry.",78,8
5781,Rock Band Blitz,2012-08-29,Rock Band Blitz is the first download-only entry in the Rock Band franchise from Harmonix.,78,7.5
6327,Red Dead Redemption: Liars and Cheats,2010-09-21,"Red Dead Redemption: Liars and Cheats introduces Stronghold, a team based Competitive Multiplayer Mode, and the Explosive Rifle, a new, destructive addition to the arsenal.",77,7.5
6487,The Gunstringer,2011-09-13,The Gunstringer is a Kinect game about a marionette out for revenge.,77,8
6584,Just Dance 4,2012-10-09,"Just Dance 4 features more than 40 new tracks, ranging from chart-topping Billboard hits to classic dance party tracks. Whether it's pop, Hip-Hop, rock, R&B, country or funk, there is something for everyone.",77,7.7
6652,Insanely Twisted Shadow Planet,2011-08-03,Insanely Twisted Shadow Planet is an independent game being produced by Fuelcell Games and artist Michel Gagné.,76,7.9
6994,Zuma's Revenge!,2012-07-11,"In Zuma the player takes the role of a fearless ball-shooting frog, exploring ancient temples and ruins.",76,7
7755,Raskulls,2010-12-29,Raskulls is a puzzle platform game available for download on Xbox Live Arcade.,75,7.4
7764,WWE SmackDown vs. Raw 2011,2010-10-26,"WWE SmackDown vs. Raw 2011 will empower players more than ever to to define their gameplay experiences in a dynamic and ever-changing WWE. Along the way, gameplay scenarios will change based on player decisions, allowing for more spontaneous WWE action in and out of the ring. Players will also enjoy a greater level of interactivity and have increased control of their destinies in the game's popular Road to WrestleMania story-driven mode.",75,7.7
7840,DiRT Showdown,2012-06-12,"Dirt Showdown is an arcade spin-off of the Dirt series featuring over-the-top Hoonigan, Demolition, and Race events.",75,6.5
10186,Zeit Squared,2011-01-12,Zeit 2 brings real innovation to the genre of shoot-'em-ups. Its time-travel feature has yet to be seen in this genre after decades of brilliant games. Get the side-scrolling arcade action and discover how you can assist yourself in many exciting ways by traveling back in time! Blast away the enemies like you never could before!,71,5.8
10236,Grand Slam Tennis 2,2012-02-14,EA Sports' tennis sim makes its high-definition debut with a roster of 25 players and all four Grand Slam Championships next year.,71,5.3
10335,Stacking: The Lost Hobo King,2011-04-06,Stacking: The Lost Hobo King is the first DLC for Stacking.,71,8.7
10847,Jet Set Radio,2012-09-19,"Jet Set Radio lets players join the GGs, an up-and-coming street gang in the futuristic city of Tokyo-to, fighting for the right to self-expression against an overbearing, corporate-controlled police force. Rolling and leaping through crowded urban environments on magnetically driven inline skates, players take control of gang leader Beat and his growing posse of deviant artists as they steal turf from the local gangs by covering the city with colorful graffiti. Guided by Professor K, DJ for the hottest pirate broadcast in town - ""Jet Set Radio"" - the GGs will ultimately uncover the sinister plot hatched by the controlling powers of Tokyo-to.",70,7.7
10848,Haunt,2012-01-18,,70,7.8
10910,Major League Baseball 2K8,2008-03-03,"Although he is best known for his speed and base-stealing ability, the Mets' Jose Reyes is also one of the most well-rounded players in the game and is the first player in baseball history to have more than 63 steals, 120 runs, 192 hits, and 19 homers in a single season. Reyes led the Major League in 2006 with 17 triples and 64 stolen bases and set a new Mets club record with 104 hits at Shea Stadium. Also an avid video gamer and long time fan of 2K Sports’ products, All-Star Shortstop Jose Reyes is a natural fit as the official spokesperson for this year's edition of the critically acclaimed Major League Baseball 2K series. [2K Sports]",70,5.9
11020,Alice: Madness Returns,2011-06-14,"American McGee's Alice returns, with his own brand of creepy supernatural Victoriana.",70,8.2
11200,Scene It? Movie Night,2011-11-30,Scene It? Movie Night is a movie trivia showdown game packed with clips from classic favorites and big box-office blockbusters.,70,
11213,UEFA Euro 2012,2012-04-24,"This digital-only expansion for FIFA 12 brings all the stadiums, teams and events from UEFA Euro 2012, as well as up-to-date versions of the rest of the UEFA teams.",70,2.8
11428,NHL 2K9,2008-09-08,"Fans asked and 2K Sports answered with easy-to-learn controls that still provide depth for the season veteran. With 2K Sports' classic default controls, a player’s first game will be as enjoyable as their one-thousandth, while the new and intuitive hybrid controls will provide the depth experienced vets are looking for. Enhanced Gameplay - An updated arsenal of highlight reel-worthy superstar moves, blocked shots, stick-handling moves, hit-by-puck collisions, and a greatly-enhanced skating engine make up for an exciting and all-new hockey experience complete with more than 1,400 new gameplay animations. All-New Presentation System – Pre-game intros, menus, new crowd animations, game summary replays, and brand new commentary featuring Randy Hahn and Drew Remenda of the San Jose Sharks bring a fresh new look and sound to NHL 2K9’s visual and audio experience. [2K Sports]",69,6.7
11988,Space Giraffe,2007-08-22,"[Xbox Live Arcade] Space Giraffe features uniquely beautiful graphics and 100 levels of shoot-em-up action gameplay from the makers of Llamatronand Tempest 2000. Collect power-ups to activate Bonus Rounds and master the strategies necessary to maximize your score on every level! Enjoy the unique graphical appearance of each level due to the use of the Neon engine. Learn special moves to increase the Bonus Multiplier, and collect power-ups to gain access to the Bonus Round. Bonus challenges: Finish all 100 levels to unlock a hidden gameplay mode. [Microsoft]",68,7.5
12254,MXGP: The Official Motocross Videogame,2014-11-18,"60 riders, 60 bikes, 14 tracks and rules from the official MX1 and MX2 2013 FIM Motocross World Championship.",68,6.2
12381,Shoot Many Robots,2012-03-14,Shoot Many Robots delivers an onslaught of innovative cross-genre action that has multiple players working together to fight through an intense and chaotic robot uprising.,67,7
12995,Fantastic Pets,2011-04-12,"Fantastic Pets lets players custom create, collect and interact with unlimited varieties of their very own dream pets.",66,7.5
13099,Major League Baseball 2K6,2006-04-10,"As the exclusive and official Major League Baseball multi-platform video game, Major League Baseball 2K6 includes innovative features such as a new movement system and realistic player collisions on the infield and outfield. New broadcast elements include flashback replays, and a unique player morale system will unfold the drama like never before in a baseball video game. The World Baseball Classic is featured exclusively in Major League Baseball 2K6. [2K Sports]",66,4.1
13288,The Black Eyed Peas Experience,2011-11-08,Ubisoft is making a rhythm game based on and featuring the likenesses of the pop-rap group the Black Eyed Peas.,66,5.8
13357,Bankshot Billiards 2,2005-11-22,"[Xbox Live Arcade] Prepare to release your inner pool shark! Bankshot Billiards 2 improves upon the original with nine different game styles: classic 8-Ball, 9-Ball, Cutthroat, Euro 8-Ball, 14.1 Continuous, 3-Ball, Trick Shots, Time Trial, and Golf. Turn on the Aiming Aid option and practice your shots against the computer. When you’re ready, challenge your friends in your own living room or take on the world over Xbox Live. Earn achievements such as Trick Shot Master, Speed Freak, or Ultimate Hustler! [Xbox.com]",65,6.2
14107,The Baconing,2011-08-31,DeathSpank returns in the sequel DeathSpank: The Baconing.,64,5.4
14211,Big Bumpin',2006-11-19,"[Playable on the Xbox and Xbox 360. Available only at Burger King Restaurants from Nov. 19 through Dec. 24, 2006 for $3.99 and the purchase of a BK Value Meal.] Big Bumpin' looks like a traditional carnival bumper car ride and features familiar Burger King icons, including the Subservient Chicken and Brooke Burke. But, there's a catch – Big Bumpin' arenas come with some big hazards, like surprise saws, bottomless pits and ""power up"" items that let gamers dole out thundering bumps. With several different types of game play, gamers have a chance to hone their bumper car skills in a variety of challenging scenarios. The game features theme parks, including the ""Ice Box,"" ""Broiler,"" ""King's Court,"" ""The Deep"" and ""Monsoon of Doom,"" and three modes of play for each – intense four-player and XBOX Live-supported. Easy to learn. Fun to play. Difficult to avoid a major crash. [King Games]",63,5.8
14306,Serious Sam 3: BFE,2012-10-17,"Croteam's Serious Sam 3: BFE is a glorious throwback to the golden age of first-person shooters where men were men, cover was for amateurs and pulling the trigger made things go boom.",63,7.6
14774,Mortal Kombat Arcade Kollection,2011-08-31,"Mortal Kombat Arcade Kollection will offer fans the chance to play through the games in their original arcade state and rediscover all their favorite characters, fatalities and environments as well as relive some of the franchise’s most memorable secrets. In addition, this new collection will feature online play, leaderboards, achievements and trophies.",62,6.6
14835,Marvel Avengers: Battle for Earth,2012-10-30,Marvel Avengers: Battle for Earth is a game inspired by iconic Marvel comic artwork and the Secret Invasion storyline.,62,7.1
14880,NASCAR 2011: The Game,2011-03-29,The Big Mutha Truckers and Ferrari challenge developer is relaunching the racing series featuring the US's top stock-car circuit.,62,4.1
14920,James Bond 007: Blood Stone,2010-11-02,Bizarre Creations is crafting a James Bond-branded game that will feature racing and vehicular combat elements.,62,7.3
15070,Hunted: The Demon's Forge,2011-05-31,"Set in a dark fantasy world, Hunted: The Demon's Forge is an unforgettable cooperative action game, pitting you and your partner against waves of vicious enemies. Taking control of either E'lara, a ranged weapon expert, or Caddoc, a master swordsman, you must use a variety of weapons, powerful spells, and cover tactics to battle your way through menacing dungeons, overgrown ruins, and downtrodden towns. Discover secrets and complete co-op-based puzzles whilst exploring the sinister world to discover answers to the game’s deep, dark mysteries. The dark ages have become corrupted. Heinous creatures have emerged from underground. Townsfolk across the land are disappearing. Upon the promise of their fortune in gold, mercenaries E’lara and Caddoc take on the daunting task of discovering where the innocent villagers have been taken. Their journey will lead them on a dark and twisted path where they will encounter death, slavery, and sacrifice. Travel deep within the world of Kala Moor...and to the secrets of The Demon's Forge.",61,6.3
15166,Star Wars: The Force Unleashed II,2010-10-26,"With Star Wars: The Force Unleashed II, the epic story continues as players once again assume the role of the devastatingly powerful Starkiller - Darth Vader's secret apprentice set during the largely unexplored era between Star Wars: Episode III Revenge of the Sith and Star Wars: Episode IV A New Hope.",61,5.9
15333,Legend of the Guardians: The Owls of Ga'Hoole,2010-09-14,"The game invites kids and fans of the film and the popular Guardians of Ga'Hoole book series to join an unlikely band of heroes as they take on the role of a Guardian, a winged warrior and protector of the owl world, in an epic story of good versus evil. Legend of the Guardians: The Owls of Ga'Hoole - The Videogame allows players to customize and control their owl on a thrilling journey across mythic terrains",60,8
15418,Jurassic Park: The Game,2011-11-15,"Telltale Games, the studio behind Tales of Monkey Island and the Sam & Max episodes, turns Spielberg's classic dinosaur movie Jurassic Park into an episodic adventure.",60,3.8
15458,Rio,2011-04-12,Rio is a multiplayer party game where players can play as their favorite characters from the movie.,60,7.2
15562,Jeremy McGrath's Offroad,2012-06-27,"In Jeremy McGrath's Offroad, players race four-wheeled, 800-horsepower off-road race trucks with tons of options.",60,5.7
15571,MicroBot,2010-12-29,Microbot is a an arcade shooter for Xbox Live Arcade and the PlayStation Network.,60,7
15586,Crazy Taxi,2010-11-24,The Dreamcast classic finally makes its way to Xbox Live Arcade.,59,7.1
16059,Assassin's Creed II: Battle of Forli,2010-01-28,(Downloadable Content) Battle of Forli is the first expansion pack for Assassin's Creed II.,58,6.5
16092,TMNT,2007-03-20,"Based on the all-new CGI TMNT movie, Ubisoft's TMNT video game takes place in New York City, a city plagued with fast-moving shadows and attacks from strange creatures. Could the wealthy and mysterious Max Winters be involved? New York City needs the Turtles now more than ever but they face their most trying time both as heroes and as brothers. With the fate of the City and their family at stake, it's up to Leonardo with Zen Master Splinter to restore unity and ninja discipline to the Turtles. In this highly immersive experience, join the Ninja Turtles team and experience intense acrobatic navigation, collaborative combat and powerful fighting moves. Engage in over-the-top Ninja action to reunite the Turtles and save New York City. Leonardo, Raphael, Donatello and Michelangelo are playable, each with unique acrobatic moves, weapons and combat skills, such as Michelangelo’s fast nunchuk face slap and Raphael’s powerful Sai throw. [Ubisoft]",58,6.5
16419,3D Classics: Xevious,2011-07-21,Xevious is an NES game remastered for the Nintendo 3DS.,56,5.8
16463,Disney Sports: Motocross,2003-03-31,,56,
16653,The Bradwell Conspiracy,2019-10-11,"Following a sudden explosion at the Stonehenge Museum fundraiser, you find yourself trapped in a hidden underground complex. Faced with a series of puzzles, your only means of escape is by sending photographs of your surroundings to another survivor confined elsewhere. But before long, a disturbing truth begins to dawn…",55,8
16698,Blair Witch Volume III: The Elly Kedward Tale,2000-11-25,"A suspense-filled action title with puzzle-solving elements and spell-based combat. Set in 1785, the game takes place a few weeks after Elly Kedward, the so-called Blair Witch, was banished to the dark woods surrounding the small town of Blair, Maryland. [Gathering of Developers]",55,4.8
16863,Harry Potter for Kinect,2012-10-09,"Harry Potter for Kinect allows you to join Harry Potter, Ron Weasley, and Hermione Granger as they embark on a harrowing journey.",54,4.7
16924,Top Spin 4,2011-03-15,"Top Spin 4 is the latest iteration in the tennis sim, bringing 25 playable pros as well as the ability to create your own star.",54,7.4
16926,Son of Nor,2015-03-31,"Enter the desert world of Noshrac. You are a Son of Nor, a human mage with the sole mission to protect and preserve what is left of your race. Son of Nor is an action adventure set in a dynamic desert world that can be shaped by the player's powers. Challenging puzzles, dynamic sand manipulations and an innovative magic system await you.",54,7.6
17029,NFL Quarterback Club 2002,2001-12-14,"Aside from the game's exceptional QB challenge mode, there isn't much that really stands out in Quarterback Club 2002.",53,
17132,Rabbids Invasion,2014-11-18,Rabbids Invasion is an interactive television show airing on Nickelodeon that will utilize the Xbox One to have players interact with actions on the show.,53,6.3
17169,Pixel Piracy,2016-02-16,"Presented by the creators of TERRARIA. Lead the life of a pirate captain in this open world rogue like sim. Recruit a crew, outfit them, customize your ship and set sail on the open seas! There you’ll use any combination of aggression, diversion and trade to become the most infamous pirate crew of the seven seas. You can raid, pillage and plunder everything in your path, divert and lie to get what you want, or trade for a quick buck. Adventure awaits.",53,3.1
17390,Dead to Rights II,2005-04-12,"Jack Slate and his K9 partner Shadow are thrown head first into the crossfire between criminal organizations battling for control over Grant City's underworld. The story-driven action in Dead to Rights II: Hell to Pay features intense new game play mechanics including a lightning-paced 360-degree brawling system, vicious melee weapon battles and an innovative new spherical slow motion diving system. [Namco]",51,4.8
17510,Fear Effect Sedna,2018-03-06,"Be part of a new Fear Effect adventure with Fear Effect Sedna, a new game in the classic series made popular on the original PlayStation console. With a whole new story, and shifting to a pausable real-time tactical action style, players will be able to control the team strategically and tackle enemies and puzzles alike. Fear Effect Sedna is set four years after the events of the original Fear Effect game, and things have changed for the team. Hana, freed from the Triad, lives with Rain in Hong Kong and works as an occasional mercenary, while Deke has grown apart from them since Glas returned to the US. Hana accepts a small mission for a shadowy organization asking for her services. Her target: a mysterious ancient statuette held by the Chinese ambassador in France. She sees it as a good opportunity to visit her birthplace... But this 'easy' mission is about to lead Hana to something way bigger than she expected. Meanwhile Glas is approached by a client who catches his attention enough that he soon sets out for Greenland. How will these events bring the old team back together? Fear Effect Sedna is dedicated to recreating the atmosphere and characters from the original Fear Effect. However, while there are familiar aspects of the game to previous incarnations of the franchise, you'll find yourself immersed in a completely unique and new world with Fear Effect Sedna - one that will appeal to fans both old and new. Features: * New environments in isometric view: Explore the deep caves of Greenland, abandoned scientific complexes, underwater stations and ethereal realms based on Inuit mythology. * A real-time tactical action game: Exploit your heroes' special abilities and combine them to maximize your team's effectiveness in attacks. * A deep and mature story: Learn more about Fear Effect's iconic characters' past as they delve into this new mystery. * Explore a whole new culture: Myths from the Inuit people are imbued with power of the elements and the cold sea. Meet and fight unexpected creatures from the spirit realm!",50,6
17517,Yaiba: Ninja Gaiden Z,2014-03-18,"The ninja are the most elite of warriors, exercising unparalleled skill, precision, and lethality for centuries. Only the most deadly candidates are given the rare and coveted opportunity to join the clan. The final test of a ninja",50,5.4
17582,Cars,2006-06-06,"Based on the PIXAR film of the same name, Cars has you playing as characters from the movie as you help Lightning McQueen capture the coveted Piston Cup Championship.",50,5
17887,Ice Age,2002-03-18,Ice Age is a straightforward platform game with a host of problems that ultimately make it a completely joyless experience.,47,5.3
17900,Wing Island,2007-03-20,"Take to the skies with Wing Island, the first flight action game for the Wii. As Junior, a wide-eyed teenager with the skill to fly, soar around Shell Island taking on jobs to keep your family aviation business running. From dusting crops to more daring missions like aerial fire fighting, you'll use the Wii Remote to perform aerial acrobatics and learn to fly in formation, controlling a group of five planes at once. Engage in over 20 missions from racing and crop dusting, to fire fighting and stopping thieves from stealing treasure. Earn money to unlock and upgrade a variety of new planes. Compete against a friend in a collection of 2-player mini games. [Konami]",47,4.9
17950,101-in-1 Explosive Megamix,2009-04-21,"Welcome to the home of 101 mind-blowing mini-games for all tastes! Whether you like puzzle games, sport games or fast-paced arcade action, you'll definitely find something to suit you here! You can play alone or team up with your friends in wireless VS battles. Jump in - ten of hours of games await you! [Nordcurrent]",46,
17952,Pokemon Dash,2005-03-14,"Help Pikachu race to the finish line in Pokemon Dash, the first Pokemon title for the Nintendo DS. Using the touch screen, keep Pikachu running toward the finish line by rubbing the screen in the direction you want the Electric-type Pokemon to go. The faster you rub, the faster Pikachu runs. The gameplay takes place from an overhead perspective, with on-screen arrows to guide you to Poké Ball checkpoints along the way. [Nintendo]",46,5.2
18155,Risen 3: Titan Lords,2014-08-12,Risen 3: Titan Lords draws the player in to a hand-crafted role-playing world where every decision alters the events of the story.,44,4.7
18179,Mike Tyson Boxing,2000-10-23,Mike Tyson's Boxing just doesn't have the depth of Knockout Kings or the immediate satisfaction found from the arcade style of play in Ready 2 Rumble.,44,
18480,Remothered: Broken Porcelain,2020-10-13,"Broken Porcelain brings an abundance of welcome changes to the series, introducing new gameplay and storytelling elements that breathe new life into the characters and an unprecedented level of immersion in this haunting adventure – perfect for both new and returning fans to the series.",39,6.5
18507,Teenage Mutant Ninja Turtles: Out of the Shadows,2013-08-28,"The oldest brother, Leonardo is the leader of the four Turtles – an accomplished tactician possessing a discipline and focus as sharp as his blades. His selfless sense of responsibility for the family sometimes puts him at odds with the headstrong Raphael, who too often only thinks of himself. With a katana in each hand, Leo is the most well-rounded fighter in the Turtle roster, balanced by an unwavering dedication to his training. He is without a standout strength or glaring weakness, defined by a general aptitude for speed, reach, damage, and reactiveness, making him the easiest for novice players to pick up and play.",38,5.4
18572,Lucha Fury,2011-06-22,"Lucha Fury follows the adventure of four young and talented wrestlers who spend their lives loafing around until a mysterious shortage of the energy drink, on which they are all hooked, bring them into a fight against the most incredible worldwide conspiracy ever!",37,5.9
18592,Dream Chronicles,2010-10-20,Unlock the secrets of the beautiful and mysterious fairy realm in the third installment of the award-winning Dream Chronicles series. Discover hidden clues and solve challenging puzzles as you join Faye on her quest to save her daughter from the clutches of the Fairy Queen Lilith with the assistance of her husband Fidget. Reveal the secret prophecy of The Chosen Child as you unlock the Nexus to solve puzzles that span across multiple areas and immerse yourself in this all-new hunt-and-seek adventure with unexpected twists that will keep you searching for answers throughout the game.,36,
18626,Enemy Front,2014-06-10,"Enemy Front is the realistic tale of a hardened soldier dropped behind Nazi lines to engage in dynamic, diversified missions ranging from quick skirmishes, espionage assignments, and sabotage activities. The epic scope of Enemy Front spans several years and key battles as it progresses from the trenches of a desolate France right on through to Berlin and a secret weapons base. Once there, the player must thwart the plans for a terrifying weapon that will all but assure a global Nazis victory.",35,5.6
18681,Megamind: Ultimate Showdown,2010-11-02,"Just as Megamind has become our new Mega Hero, a sudden crime wave hits the city. The Doom Syndicate & their Doom Goons have emerged and are looking to take over! Only Megamind and his arsenal of gadgets can stop them!",33,5
4,Grand Theft Auto IV,2008-04-29,"[Metacritic's 2008 Xbox 360 Game of the Year; Also known as ""GTA IV""] What does the American Dream mean today? For Niko Belic, fresh off the boat from Europe. It's the hope he can escape his past. For his cousin, Roman, it is the vision that together they can find fortune in Liberty City, gateway to the land of opportunity. As they slip into debt and are dragged into a criminal underworld by a series of shysters, thieves and sociopaths, they discover that the reality is very different from the dream in a city that worships money and status, and is heaven for those who have them an a living nightmare for those who don't. [Rockstar Games]",98,7.9
11,Grand Theft Auto V,2013-09-17,"Los Santos is a sprawling sun-soaked metropolis full of self-help gurus, starlets and once-important stars. The city was once the envy of the Western world, but is now struggling to stay relevant in an era of economic uncertainty and reality TV. Amidst the chaos, three very different criminals chart their own chances of survival and success: Franklin, a former street gangster, now looking for real opportunities and fat stacks of cash; Michael, a professional ex-con whose retirement is significantly less rosy than he hoped it would be; and Trevor, a violent maniac driven by the chance of a cheap high and the next big score. Rapidly running out of options, the crew risks everything in a series of bolt and dangerous heists that could set them up for the long haul.",97,8.3
